gwcode,year,pop
40,2013,11412.167
40,2014,11439.767
40,2015,11461.432
40,2016,11475.982
40,2017,11484.636
40,2018,11489.082
40,2019,11492.046
41,1816,440.26
41,1817,442.99
41,1818,445.73
41,1819,448.49
41,1820,451.26
41,1821,454.05
41,1822,456.86
41,1823,459.69
41,1824,462.53
41,1825,465.4
41,1826,468.28
41,1827,471.17
41,1828,474.09
41,1829,477.02
41,1830,479.97
41,1831,482.94
41,1832,485.93
41,1833,488.94
41,1834,491.97
41,1835,495.01
41,1836,498.07
41,1837,501.15
41,1838,504.26
41,1839,507.38
41,1840,510.52
41,1841,513.67
41,1842,516.85
41,1843,520.05
41,1844,523.27
41,1845,526.51
41,1846,529.77
41,1847,533.04
41,1848,536.34
41,1849,539.66
41,1850,543
41,1851,546.36
41,1852,549.74
41,1853,553.14
41,1854,556.56
41,1855,560
41,1856,561.7
41,1857,563.4
41,1858,565.11
41,1859,465
41,1860,476
41,1861,487
41,1862,499
41,1863,511
41,1864,524
41,1865,537
41,1866,550
41,1867,564
41,1868,578
41,1869,592
41,1870,607
41,1871,622
41,1872,637
41,1873,653
41,1874,669
41,1875,686
41,1876,703
41,1877,720
41,1878,738
41,1879,756
41,1880,775
41,1881,794
41,1882,814
41,1883,834
41,1884,855
41,1885,876
41,1886,898
41,1887,920
41,1888,943
41,1889,966
41,1890,990
41,1891,1014
41,1892,1039
41,1893,1065
41,1894,1092
41,1895,1119
41,1896,1146
41,1897,1175
41,1898,1204
41,1899,1233
41,1900,1250
41,1901,1290
41,1902,1340
41,1903,1380
41,1904,1430
41,1905,1470
41,1906,1510
41,1907,1560
41,1908,1560
41,1909,1640
41,1910,1730
41,1911,1770
41,1912,1820
41,1913,1860
41,1914,1910
41,1915,1950
41,1934,1990
41,1935,2040
41,1936,2080
41,1937,2120
41,1938,2150
41,1939,2790
41,1940,2830
41,1941,2880
41,1942,2940
41,1943,2980
41,1944,3030
41,1945,3090
41,1946,3140
41,1947,3200
41,1948,3233
41,1949,3293
41,1950,3221.283
41,1951,3275.366
41,1952,3331.58
41,1953,3390.05
41,1954,3450.85
41,1955,3514.074
41,1956,3579.725
41,1957,3647.809
41,1958,3718.283
41,1959,3791.097
41,1960,3866.159
41,1961,3943.364
41,1962,4022.593
41,1963,4103.73
41,1964,4186.64
41,1965,4271.133
41,1966,4357.484
41,1967,4445.53
41,1968,4534.234
41,1969,4622.208
41,1970,4708.642
41,1971,4793.155
41,1972,4876.56
41,1973,4960.657
41,1974,5047.944
41,1975,5140.357
41,1976,5238.245
41,1977,5341.419
41,1978,5450.549
41,1979,5566.266
41,1980,5688.836
41,1981,5818.671
41,1982,5955.267
41,1983,6096.692
41,1984,6240.329
41,1985,6384.195
41,1986,6527.543
41,1987,6670.568
41,1988,6813.348
41,1989,6956.3
41,1990,7099.732
41,1991,7243.391
41,1992,7386.975
41,1993,7530.705
41,1994,7674.911
41,1995,7819.806
41,1996,7965.553
41,1997,8111.951
41,1998,8258.483
41,1999,8404.398
41,2e3,8549.2
41,2001,8692.567
41,2002,8834.733
41,2003,8976.552
41,2004,9119.178
41,2005,9263.404
41,2006,9409.457
41,2007,9556.889
41,2008,9705.029
41,2009,9852.87
41,2010,9999.617
41,2011,10145.054
41,2012,10289.21
41,2013,10431.776
41,2014,10572.466
41,2015,10711.061
41,2016,10847.334
41,2017,10981.229
41,2018,11112.945
41,2019,11242.856
42,1844,108.52
42,1845,112.75
42,1846,117.14
42,1847,121.71
42,1848,126.45
42,1849,131.38
42,1850,136.5
42,1851,141.82
42,1852,147.34
42,1853,153.07
42,1854,159.03
42,1855,165.23
42,1856,171.66
42,1857,178.34
42,1858,185.29
42,1859,192.5
42,1860,200
42,1861,207.57
42,1862,215.43
42,1863,223.58
42,1864,232.05
42,1865,240.83
42,1866,249.95
42,1867,259.41
42,1868,269.23
42,1869,279.42
42,1870,290
42,1871,282.91
42,1872,276
42,1873,269.26
42,1874,262.68
42,1875,256.26
42,1876,250
42,1877,261.66
42,1878,273.86
42,1879,286.63
42,1880,300
42,1881,318.69
42,1882,338.55
42,1883,359.64
42,1884,382.05
42,1885,405.85
42,1886,431.14
42,1887,458
42,1888,610
42,1889,617
42,1890,340
42,1891,351.23
42,1892,362.84
42,1893,374.82
42,1894,504
42,1895,523
42,1896,540
42,1897,556
42,1898,571
42,1899,585
42,1900,600
42,1901,610
42,1902,630
42,1903,640
42,1904,660
42,1905,670
42,1906,680
42,1907,700
42,1908,710
42,1909,730
42,1910,740
42,1911,750
42,1912,770
42,1913,780
42,1914,800
42,1915,810
42,1916,820
42,1917,837
42,1918,851
42,1919,865
42,1920,879
42,1921,911.88
42,1922,946
42,1923,981
42,1924,1011
42,1925,1050
42,1926,1090
42,1927,1130
42,1928,1170
42,1929,1210
42,1930,1260
42,1931,1300
42,1932,1350
42,1933,1390
42,1934,1440
42,1935,1480
42,1936,1520
42,1937,1560
42,1938,1600
42,1939,1630
42,1940,1760
42,1941,1800
42,1942,1840
42,1943,1890
42,1944,1930
42,1945,1980
42,1946,2030
42,1947,2080
42,1948,2130
42,1949,2190
42,1950,2364.654
42,1951,2438.405
42,1952,2517.259
42,1953,2600.798
42,1954,2688.698
42,1955,2780.652
42,1956,2876.428
42,1957,2975.807
42,1958,3078.629
42,1959,3184.757
42,1960,3294.042
42,1961,3406.299
42,1962,3521.278
42,1963,3638.628
42,1964,3757.956
42,1965,3878.948
42,1966,4001.375
42,1967,4125.109
42,1968,4250.025
42,1969,4376.054
42,1970,4503.114
42,1971,4631.114
42,1972,4759.934
42,1973,4889.436
42,1974,5019.473
42,1975,5149.935
42,1976,5280.723
42,1977,5411.865
42,1978,5543.517
42,1979,5675.931
42,1980,5809.269
42,1981,5943.591
42,1982,6078.82
42,1983,6214.857
42,1984,6351.572
42,1985,6488.856
42,1986,6626.542
42,1987,6764.624
42,1988,6903.316
42,1989,7042.937
42,1990,7183.647
42,1991,7325.622
42,1992,7468.551
42,1993,7611.465
42,1994,7753.052
42,1995,7892.423
42,1996,8029.113
42,1997,8163.472
42,1998,8296.375
42,1999,8429.112
42,2e3,8562.622
42,2001,8697.126
42,2002,8832.285
42,2003,8967.76
42,2004,9102.998
42,2005,9237.566
42,2006,9371.338
42,2007,9504.353
42,2008,9636.52
42,2009,9767.758
42,2010,9897.985
42,2011,10027.095
42,2012,10154.95
42,2013,10281.296
42,2014,10405.844
42,2015,10528.394
42,2016,10648.791
42,2017,10766.998
42,2018,10882.996
42,2019,10996.774
51,1962,1676.25
51,1963,1703.395
51,1964,1730.486
51,1965,1756.266
51,1966,1780.264
51,1967,1803.064
51,1968,1825.633
51,1969,1849.414
51,1970,1875.381
51,1971,1904.016
51,1972,1934.828
51,1973,1966.7
51,1974,1998.034
51,1975,2027.737
51,1976,2055.085
51,1977,2080.538
51,1978,2105.664
51,1979,2132.69
51,1980,2163.045
51,1981,2197.583
51,1982,2235.327
51,1983,2273.666
51,1984,2308.947
51,1985,2338.638
51,1986,2361.72
51,1987,2379.279
51,1988,2393.534
51,1989,2407.72
51,1990,2424.242
51,1991,2443.689
51,1992,2465.362
51,1993,2488.782
51,1994,2513.049
51,1995,2537.44
51,1996,2561.993
51,1997,2586.827
51,1998,2611.367
51,1999,2634.882
51,2e3,2656.864
51,2001,2677.011
51,2002,2695.446
51,2003,2712.511
51,2004,2728.777
51,2005,2744.673
51,2006,2760.279
51,2007,2775.467
51,2008,2790.122
51,2009,2804.082
51,2010,2817.21
51,2011,2829.493
51,2012,2840.992
51,2013,2851.807
51,2014,2862.087
51,2015,2871.934
51,2016,2881.355
51,2017,2890.299
51,2018,2898.677
51,2019,2906.339
52,1962,880.023
52,1963,892.569
52,1964,903.275
52,1965,912.417
52,1966,919.903
52,1967,925.909
52,1968,931.468
52,1969,937.848
52,1970,945.993
52,1971,956.366
52,1972,968.741
52,1973,982.592
52,1974,997.053
52,1975,1011.49
52,1976,1025.658
52,1977,1039.761
52,1978,1054.116
52,1979,1069.202
52,1980,1085.308
52,1981,1102.556
52,1982,1120.611
52,1983,1138.676
52,1984,1155.695
52,1985,1170.928
52,1986,1184.051
52,1987,1195.247
52,1988,1204.893
52,1989,1213.624
52,1990,1221.9
52,1991,1229.907
52,1992,1237.487
52,1993,1244.407
52,1994,1250.318
52,1995,1255.001
52,1996,1258.364
52,1997,1260.678
52,1998,1262.542
52,1999,1264.775
52,2e3,1267.984
52,2001,1272.38
52,2002,1277.837
52,2003,1284.052
52,2004,1290.535
52,2005,1296.934
52,2006,1303.144
52,2007,1309.26
52,2008,1315.372
52,2009,1321.618
52,2010,1328.1
52,2011,1334.788
52,2012,1341.588
52,2013,1348.248
52,2014,1354.493
52,2015,1360.092
52,2016,1364.962
52,2017,1369.125
52,2018,1372.598
52,2019,1375.443
53,1966,236.044
53,1967,236.621
53,1968,237.199
53,1969,237.913
53,1970,238.848
53,1971,240.035
53,1972,241.441
53,1973,242.976
53,1974,244.539
53,1975,246.034
53,1976,247.444
53,1977,248.784
53,1978,250.032
53,1979,251.177
53,1980,252.194
53,1981,253.08
53,1982,253.841
53,1983,254.518
53,1984,255.193
53,1985,255.924
53,1986,256.736
53,1987,257.611
53,1988,258.527
53,1989,259.458
53,1990,260.374
53,1991,261.275
53,1992,262.184
53,1993,263.089
53,1994,264.015
53,1995,264.959
53,1996,265.942
53,1997,266.945
53,1998,267.95
53,1999,268.922
53,2e3,269.847
53,2001,270.685
53,2002,271.478
53,2003,272.258
53,2004,273.091
53,2005,274.009
53,2006,275.039
53,2007,276.15
53,2008,277.319
53,2009,278.47
53,2010,279.569
53,2011,280.601
53,2012,281.585
53,2013,282.509
53,2014,283.385
53,2015,284.217
53,2016,284.996
53,2017,285.719
53,2018,286.388
53,2019,287.01
54,1978,74.242
54,1979,74.925
54,1980,75.314
54,1981,75.375
54,1982,75.17
54,1983,74.747
54,1984,74.213
54,1985,73.643
54,1986,73.025
54,1987,72.37
54,1988,71.742
54,1989,71.242
54,1990,70.926
54,1991,70.842
54,1992,70.97
54,1993,71.21
54,1994,71.373
54,1995,71.368
54,1996,71.145
54,1997,70.753
54,1998,70.29
54,1999,69.903
54,2e3,69.676
54,2001,69.67
54,2002,69.824
54,2003,70.093
54,2004,70.379
54,2005,70.627
54,2006,70.807
54,2007,70.95
54,2008,71.074
54,2009,71.229
54,2010,71.44
54,2011,71.718
54,2012,72.044
54,2013,72.4
54,2014,72.778
54,2015,73.162
54,2016,73.543
54,2017,73.925
54,2018,74.308
54,2019,74.679
55,1974,93.152
55,1975,92.448
55,1976,91.437
55,1977,90.184
55,1978,89.073
55,1979,88.568
55,1980,89.005
55,1981,90.572
55,1982,93.091
55,1983,95.985
55,1984,98.439
55,1985,99.906
55,1986,100.143
55,1987,99.38
55,1988,98.062
55,1989,96.869
55,1990,96.283
55,1991,96.454
55,1992,97.198
55,1993,98.305
55,1994,99.405
55,1995,100.255
55,1996,100.796
55,1997,101.122
55,1998,101.309
55,1999,101.442
55,2e3,101.619
55,2001,101.849
55,2002,102.1
55,2003,102.375
55,2004,102.656
55,2005,102.949
55,2006,103.259
55,2007,103.586
55,2008,103.93
55,2009,104.296
55,2010,104.677
55,2011,105.075
55,2012,105.481
55,2013,105.909
55,2014,106.36
55,2015,106.823
55,2016,107.317
55,2017,107.825
55,2018,108.339
55,2019,108.825
56,1979,116.29
56,1980,117.987
56,1981,119.594
56,1982,121.154
56,1983,122.74
56,1984,124.468
56,1985,126.418
56,1986,128.619
56,1987,131.034
56,1988,133.533
56,1989,135.956
56,1990,138.185
56,1991,140.156
56,1992,141.925
56,1993,143.565
56,1994,145.247
56,1995,147.044
56,1996,149.004
56,1997,151.086
56,1998,153.183
56,1999,155.172
56,2e3,156.949
56,2001,158.464
56,2002,159.763
56,2003,160.973
56,2004,162.251
56,2005,163.714
56,2006,165.407
56,2007,167.288
56,2008,169.22
56,2009,171.022
56,2010,172.58
56,2011,173.832
56,2012,174.835
56,2013,175.66
56,2014,176.421
56,2015,177.206
56,2016,178.015
56,2017,178.844
56,2018,179.667
56,2019,180.454
57,1979,99.59
57,1980,100.505
57,1981,101.379
57,1982,102.204
57,1983,102.984
57,1984,103.742
57,1985,104.477
57,1986,105.198
57,1987,105.896
57,1988,106.536
57,1989,107.084
57,1990,107.505
57,1991,107.814
57,1992,108.003
57,1993,108.092
57,1994,108.129
57,1995,108.122
57,1996,108.075
57,1997,108.004
57,1998,107.922
57,1999,107.88
57,2e3,107.898
57,2001,107.988
57,2002,108.146
57,2003,108.35
57,2004,108.559
57,2005,108.744
57,2006,108.907
57,2007,109.047
57,2008,109.165
57,2009,109.253
57,2010,109.315
57,2011,109.341
57,2012,109.328
57,2013,109.32
57,2014,109.357
57,2015,109.455
57,2016,109.643
57,2017,109.897
57,2018,110.2
57,2019,110.488
58,1981,73.066
58,1982,72.448
58,1983,71.639
58,1984,70.725
58,1985,69.782
58,1986,68.809
58,1987,67.845
58,1988,67.058
58,1989,66.627
58,1990,66.696
58,1991,67.307
58,1992,68.427
58,1993,69.938
58,1994,71.719
58,1995,73.619
58,1996,75.628
58,1997,77.739
58,1998,79.851
58,1999,81.831
58,2e3,83.584
58,2001,85.057
58,2002,86.266
58,2003,87.293
58,2004,88.257
58,2005,89.253
58,2006,90.301
58,2007,91.381
58,2008,92.478
58,2009,93.581
58,2010,94.661
58,2011,95.719
58,2012,96.777
58,2013,97.824
58,2014,98.875
58,2015,99.923
58,2016,100.963
58,2017,102.012
58,2018,103.05
58,2019,104.084
60,1983,42.542
60,1984,42.294
60,1985,42.013
60,1986,41.697
60,1987,41.351
60,1988,41.047
60,1989,40.852
60,1990,40.834
60,1991,41.013
60,1992,41.361
60,1993,41.846
60,1994,42.373
60,1995,42.891
60,1996,43.373
60,1997,43.846
60,1998,44.317
60,1999,44.824
60,2e3,45.374
60,2001,45.99
60,2002,46.641
60,2003,47.306
60,2004,47.971
60,2005,48.611
60,2006,49.21
60,2007,49.783
60,2008,50.332
60,2009,50.886
60,2010,51.445
60,2011,52.006
60,2012,52.591
60,2013,53.169
60,2014,53.739
60,2015,54.288
60,2016,54.821
60,2017,55.345
60,2018,55.85
60,2019,56.345
70,1821,6221.57
70,1822,6239.2
70,1823,6256.87
70,1824,6274.6
70,1825,6292.37
70,1826,6310.2
70,1827,6328.07
70,1828,6346
70,1829,6363.97
70,1830,6382
70,1831,6379
70,1832,6447
70,1833,6517
70,1834,6587
70,1835,6657
70,1836,6729
70,1837,6801
70,1838,6875
70,1839,6948
70,1840,7016
70,1841,7061
70,1842,7125
70,1843,7193
70,1844,7264
70,1845,7339
70,1846,7403
70,1847,7472
70,1848,7534
70,1849,7590
70,1850,7648
70,1851,7708
70,1852,7759
70,1853,7810
70,1854,7853
70,1855,7917
70,1856,7998
70,1857,8092
70,1858,8198
70,1859,8302
70,1860,8412
70,1861,8509
70,1862,8611
70,1863,8708
70,1864,8802
70,1865,8891
70,1866,8957
70,1867,9022
70,1868,9089
70,1869,9147
70,1870,9210
70,1871,9281
70,1872,9364
70,1873,9452
70,1874,9526
70,1875,9608
70,1876,9694
70,1877,9795
70,1878,9887
70,1879,9980
70,1880,10073
70,1881,10172
70,1882,10276
70,1883,10384
70,1884,10501
70,1885,10639
70,1886,10780
70,1887,10923
70,1888,11107
70,1889,11289
70,1890,11460
70,1891,11643
70,1892,11886
70,1893,12257
70,1894,12443
70,1895,12632
70,1896,12822
70,1897,13014
70,1898,13209
70,1899,13406
70,1900,13610
70,1901,13760
70,1902,13910
70,1903,14073
70,1904,14210
70,1905,14363
70,1906,14519
70,1907,14677
70,1908,14836
70,1909,15001
70,1910,15160
70,1911,15332
70,1912,15514
70,1913,15370
70,1914,15090
70,1915,14643
70,1916,14030
70,1917,13900
70,1918,14e3
70,1919,14150
70,1920,14150
70,1921,14340
70,1922,14444
70,1923,14693
70,1924,14945
70,1925,15204
70,1926,15468
70,1927,15738
70,1928,16012
70,1929,16930
70,1930,16553
70,1931,16870
70,1932,17170
70,1933,17470
70,1934,17776
70,1935,18089
70,1936,18410
70,1937,18736
70,1938,19070
70,1939,19413
70,1940,19654
70,1941,20210
70,1942,20660
70,1943,21170
70,1944,21670
70,1945,22230
70,1946,22780
70,1947,23440
70,1948,24461
70,1949,25132
70,1950,28012.561
70,1951,28836.114
70,1952,29711.632
70,1953,30634.215
70,1954,31599.801
70,1955,32605.178
70,1956,33647.982
70,1957,34726.719
70,1958,35840.646
70,1959,36989.694
70,1960,38174.112
70,1961,39394.126
70,1962,40649.588
70,1963,41939.88
70,1964,43264.272
70,1965,44623.043
70,1966,46011.038
70,1967,47429.812
70,1968,48894.019
70,1969,50423.481
70,1970,52029.861
70,1971,53718.724
70,1972,55478.151
70,1973,57280.587
70,1974,59088.193
70,1975,60872.399
70,1976,62623.763
70,1977,64345.884
70,1978,66039.488
70,1979,67709.689
70,1980,69360.871
70,1981,70992.195
70,1982,72602.533
70,1983,74196.548
70,1984,75780.605
70,1985,77360.707
70,1986,78934.125
70,1987,80503.052
70,1988,82083.919
70,1989,83697.891
70,1990,85357.874
70,1991,87071.512
70,1992,88828.31
70,1993,90600.453
70,1994,92349.147
70,1995,94045.579
70,1996,95687.452
70,1997,97281.739
70,1998,98821.456
70,1999,100300.579
70,2e3,101719.673
70,2001,103067.068
70,2002,104355.608
70,2003,105640.453
70,2004,106995.583
70,2005,108472.228
70,2006,110092.378
70,2007,111836.346
70,2008,113661.809
70,2009,115505.228
70,2010,117318.941
70,2011,119090.017
70,2012,120828.307
70,2013,122535.969
70,2014,124221.6
70,2015,125890.949
70,2016,127540.423
70,2017,129163.276
70,2018,130759.074
70,2019,132328.035
80,1981,147.566
80,1982,151.5
80,1983,155.822
80,1984,160.347
80,1985,164.921
80,1986,169.568
80,1987,174.32
80,1988,179.028
80,1989,183.469
80,1990,187.552
80,1991,191.126
80,1992,194.317
80,1993,197.616
80,1994,201.674
80,1995,206.963
80,1996,213.676
80,1997,221.606
80,1998,230.284
80,1999,239.026
80,2e3,247.315
80,2001,254.984
80,2002,262.206
80,2003,269.13
80,2004,276.089
80,2005,283.277
80,2006,290.747
80,2007,298.407
80,2008,306.165
80,2009,313.929
80,2010,321.608
80,2011,329.192
80,2012,336.701
80,2013,344.181
80,2014,351.694
80,2015,359.288
80,2016,366.954
80,2017,374.681
80,2018,382.444
80,2019,390.231
89,1823,1460.9
89,1824,1474.39
89,1825,1488
89,1826,1501.74
89,1827,1515.6
89,1828,1529.6
89,1829,1543.72
89,1830,1557.97
89,1831,1572.36
89,1832,1586.87
89,1833,1601.53
89,1834,1616.31
89,1835,1631.24
89,1836,1646.3
89,1837,1661.5
