From_Year,For_Years,Space,Country,p_up,p_same,p_down
2021,2022 - 2023,Associational,Gabon,0.246,0.524,0.304
2021,2022 - 2023,Associational,Gambia,0.203,0.708,0.11
2021,2022 - 2023,Associational,Georgia,0.165,0.727,0.13
2021,2022 - 2023,Associational,Germany,0.03,0.923,0.049
2021,2022 - 2023,Associational,Ghana,0,0.859,0.142
2021,2022 - 2023,Associational,Greece,0.079,0.845,0.082
2021,2022 - 2023,Associational,Guatemala,0.331,0.383,0.428
2021,2022 - 2023,Associational,Guinea,0.32,0.413,0.392
2021,2022 - 2023,Associational,Guinea-Bissau,0.175,0.753,0.087
2021,2022 - 2023,Associational,Guyana,0.14,0.724,0.158
2021,2022 - 2023,Associational,Haiti,0.268,0.598,0.183
2021,2022 - 2023,Associational,Honduras,0.198,0.691,0.138
2021,2022 - 2023,Associational,Hungary,0.22,0.239,0.693
2021,2022 - 2023,Associational,Iceland,0,0.916,0.084
2021,2022 - 2023,Associational,India,0.262,0.196,0.735
2021,2022 - 2023,Associational,Indonesia,0.217,0.578,0.261
2021,2022 - 2023,Associational,Iran,0.281,0.564,0.216
2021,2022 - 2023,Associational,Iraq,0.452,0.299,0.454
2021,2022 - 2023,Associational,Ireland,0.017,0.96,0.024
2021,2022 - 2023,Associational,Israel,0.238,0.666,0.127
2021,2022 - 2023,Associational,Italy,0.046,0.863,0.095
2021,2022 - 2023,Associational,Jamaica,0,0.981,0.019
2021,2022 - 2023,Associational,Japan,0,0.925,0.075
2021,2022 - 2023,Associational,Jordan,0.143,0.763,0.109
2021,2022 - 2023,Associational,Kazakhstan,0.151,0.77,0.093
2021,2022 - 2023,Associational,Kenya,0.225,0.586,0.244
2021,2022 - 2023,Associational,Kosovo,0.428,0.395,0.309
2021,2022 - 2023,Associational,Kuwait,0.162,0.791,0.056
2021,2022 - 2023,Associational,Kyrgyzstan,0.36,0.358,0.441
2021,2022 - 2023,Associational,Laos,0.102,0.876,0.025
2021,2022 - 2023,Associational,Latvia,0.023,0.926,0.052
2021,2022 - 2023,Associational,Lebanon,0.44,0.38,0.321
2021,2022 - 2023,Associational,Lesotho,0.108,0.801,0.102
2021,2022 - 2023,Associational,Liberia,0.034,0.838,0.133
2021,2022 - 2023,Associational,Libya,0.203,0.445,0.442
2021,2022 - 2023,Associational,Lithuania,0.089,0.838,0.08
2021,2022 - 2023,Associational,Luxembourg,0,0.958,0.042
2021,2022 - 2023,Associational,Madagascar,0.189,0.727,0.103
2021,2022 - 2023,Associational,Malawi,0.131,0.638,0.266
2021,2022 - 2023,Associational,Malaysia,0.311,0.33,0.52
2021,2022 - 2023,Associational,Maldives,0.464,0.277,0.483
2021,2022 - 2023,Associational,Mali,0.305,0.544,0.218
2021,2022 - 2023,Associational,Mauritania,0.497,0.28,0.444
2021,2022 - 2023,Associational,Mauritius,0.176,0.66,0.2
2021,2022 - 2023,Associational,Mexico,0.506,0.237,0.519
2021,2022 - 2023,Associational,Moldova,0.116,0.683,0.227
2021,2022 - 2023,Associational,Mongolia,0.272,0.443,0.391
2021,2022 - 2023,Associational,Montenegro,0.302,0.566,0.188
2021,2022 - 2023,Associational,Morocco,0.168,0.686,0.176
2021,2022 - 2023,Associational,Mozambique,0.234,0.469,0.388
2021,2022 - 2023,Associational,Myanmar,0.441,0.441,0.21
2021,2022 - 2023,Associational,Namibia,0.06,0.836,0.111
2021,2022 - 2023,Associational,Nepal,0.29,0.489,0.311
2021,2022 - 2023,Associational,Netherlands,0.094,0.855,0.056
2021,2022 - 2023,Associational,New Zealand,0.033,0.922,0.046
2021,2022 - 2023,Associational,Nicaragua,0.575,0.249,0.414
2021,2022 - 2023,Associational,Niger,0.11,0.658,0.261
2021,2022 - 2023,Associational,Nigeria,0.268,0.446,0.39
2021,2022 - 2023,Associational,North Korea,0.066,0.934,0
2021,2022 - 2023,Associational,North Macedonia,0.276,0.609,0.16
2021,2022 - 2023,Associational,Norway,0,0.886,0.114
2021,2022 - 2023,Associational,Oman,0.024,0.963,0.013
2021,2022 - 2023,Associational,Pakistan,0.575,0.301,0.292
2021,2022 - 2023,Associational,Panama,0.108,0.808,0.094
2021,2022 - 2023,Associational,Papua New Guinea,0.085,0.826,0.098
2021,2022 - 2023,Associational,Paraguay,0.173,0.704,0.149
2021,2022 - 2023,Associational,Peru,0.28,0.477,0.337
2021,2022 - 2023,Associational,Philippines,0.23,0.211,0.726
2021,2022 - 2023,Associational,Poland,0.285,0.534,0.254
2021,2022 - 2023,Associational,Portugal,0.045,0.843,0.118
2021,2022 - 2023,Associational,Qatar,0.021,0.96,0.019
2021,2022 - 2023,Associational,Romania,0.199,0.557,0.305
2021,2022 - 2023,Associational,Russia,0.173,0.492,0.404
2021,2022 - 2023,Associational,Rwanda,0.131,0.804,0.075
2021,2022 - 2023,Associational,Saudi Arabia,0.014,0.972,0.014
2021,2022 - 2023,Associational,Senegal,0.043,0.885,0.076
2021,2022 - 2023,Associational,Serbia,0.26,0.644,0.128
2021,2022 - 2023,Associational,Sierra Leone,0.044,0.825,0.138
2021,2022 - 2023,Associational,Singapore,0.148,0.803,0.058
2021,2022 - 2023,Associational,Slovakia,0.316,0.595,0.129
2021,2022 - 2023,Associational,Slovenia,0.404,0.345,0.422
2021,2022 - 2023,Associational,Solomon Islands,0.074,0.595,0.358
2021,2022 - 2023,Associational,Somalia,0.647,0.127,0.641
2021,2022 - 2023,Associational,South Africa,0.069,0.762,0.182
2021,2022 - 2023,Associational,South Korea,0.517,0.315,0.348
2021,2022 - 2023,Associational,South Sudan,0.418,0.415,0.286
2021,2022 - 2023,Associational,Spain,0.03,0.864,0.109
2021,2022 - 2023,Associational,Sri Lanka,0.402,0.352,0.411
2021,2022 - 2023,Associational,Sudan,0.478,0.341,0.345
2021,2022 - 2023,Associational,Surinam,0.067,0.834,0.106
2021,2022 - 2023,Associational,Swaziland,0.13,0.366,0.579
2021,2022 - 2023,Associational,Sweden,0,0.986,0.014
2021,2022 - 2023,Associational,Switzerland,0.004,0.978,0.018
2021,2022 - 2023,Associational,Syria,0.183,0.817,0
2021,2022 - 2023,Associational,Taiwan,0.056,0.839,0.11
2021,2022 - 2023,Associational,Tajikistan,0.143,0.75,0.125
2021,2022 - 2023,Associational,Tanzania,0.406,0.476,0.199
2021,2022 - 2023,Associational,Thailand,0.476,0.194,0.629
2021,2022 - 2023,Associational,Togo,0.276,0.484,0.331
2021,2022 - 2023,Associational,Trinidad and Tobago,0.02,0.921,0.059
2021,2022 - 2023,Associational,Tunisia,0.32,0.519,0.237
2021,2022 - 2023,Associational,Turkey,0.478,0.439,0.16
2021,2022 - 2023,Associational,Turkmenistan,0.062,0.938,0
2021,2022 - 2023,Associational,Uganda,0.453,0.342,0.374
2021,2022 - 2023,Associational,UK,0.057,0.859,0.089
2021,2022 - 2023,Associational,Ukraine,0.252,0.582,0.222
2021,2022 - 2023,Associational,United Arab Emirates,0.046,0.877,0.081
2021,2022 - 2023,Associational,Uruguay,0.09,0.811,0.109
2021,2022 - 2023,Associational,USA,0,0.823,0.178
2021,2022 - 2023,Associational,Uzbekistan,0.311,0.625,0.092
2021,2022 - 2023,Associational,Venezuela,0.277,0.567,0.216
2021,2022 - 2023,Associational,Vietnam,0.214,0.677,0.139
2021,2022 - 2023,Associational,Yemen,0.206,0.654,0.176
2021,2022 - 2023,Associational,Zambia,0.44,0.333,0.406
2021,2022 - 2023,Associational,Zimbabwe,0.22,0.483,0.382
2021,2022 - 2023,Economic,Afghanistan,0.274,0.415,0.428
2021,2022 - 2023,Economic,Albania,0.25,0.529,0.295
2021,2022 - 2023,Economic,Algeria,0.26,0.585,0.21
2021,2022 - 2023,Economic,Angola,0.601,0.345,0.134
2021,2022 - 2023,Economic,Argentina,0.133,0.72,0.17
2021,2022 - 2023,Economic,Armenia,0.278,0.351,0.513
2021,2022 - 2023,Economic,Australia,0,0.972,0.028
2021,2022 - 2023,Economic,Austria,0.268,0.395,0.461
2021,2022 - 2023,Economic,Azerbaijan,0.281,0.595,0.172
2021,2022 - 2023,Economic,Bangladesh,0.134,0.83,0.043
2021,2022 - 2023,Economic,Barbados,0.098,0.799,0.114
2021,2022 - 2023,Economic,Belarus,0.271,0.547,0.25
2021,2022 - 2023,Economic,Belgium,0,0.982,0.018
2021,2022 - 2023,Economic,Benin,0.495,0.339,0.33
2021,2022 - 2023,Economic,Bhutan,0.148,0.631,0.259
2021,2022 - 2023,Economic,Bolivia,0.442,0.443,0.205
2021,2022 - 2023,Economic,Bosnia-Herzegovina,0.18,0.366,0.553
2021,2022 - 2023,Economic,Botswana,0.452,0.318,0.419
2021,2022 - 2023,Economic,Brazil,0.381,0.198,0.68
2021,2022 - 2023,Economic,Bulgaria,0.246,0.497,0.342
2021,2022 - 2023,Economic,Burkina Faso,0.246,0.512,0.321
2021,2022 - 2023,Economic,Burundi,0.181,0.638,0.22
2021,2022 - 2023,Economic,Cambodia,0.137,0.798,0.076
2021,2022 - 2023,Economic,Cameroon,0.437,0.477,0.152
2021,2022 - 2023,Economic,Canada,0,0.946,0.054
2021,2022 - 2023,Economic,Cape Verde,0.075,0.678,0.267
2021,2022 - 2023,Economic,CAR,0.339,0.437,0.339
2021,2022 - 2023,Economic,Chad,0.056,0.938,0.006
2021,2022 - 2023,Economic,Chile,0.116,0.744,0.158
2021,2022 - 2023,Economic,China,0.764,0.132,0.441
2021,2022 - 2023,Economic,Colombia,0.461,0.216,0.599
2021,2022 - 2023,Economic,Comoros,0.331,0.402,0.4
2021,2022 - 2023,Economic,Congo,0.181,0.538,0.343
2021,2022 - 2023,Economic,Costa Rica,0.06,0.889,0.054
2021,2022 - 2023,Economic,Cote D'Ivoire,0.228,0.574,0.256
2021,2022 - 2023,Economic,Croatia,0.189,0.658,0.189
2021,2022 - 2023,Economic,Cuba,0.072,0.791,0.148
2021,2022 - 2023,Economic,Cyprus,0.115,0.798,0.098
2021,2022 - 2023,Economic,Czech Republic,0.348,0.559,0.143
2021,2022 - 2023,Economic,Denmark,0,0.918,0.082
2021,2022 - 2023,Economic,Djibouti,0.112,0.54,0.391
2021,2022 - 2023,Economic,Dominican Republic,0.437,0.349,0.38
2021,2022 - 2023,Economic,DR Congo,0.433,0.471,0.169
2021,2022 - 2023,Economic,East Timor,0.12,0.808,0.082
2021,2022 - 2023,Economic,Ecuador,0.233,0.58,0.243
2021,2022 - 2023,Economic,Egypt,0.086,0.825,0.098
2021,2022 - 2023,Economic,El Salvador,0.38,0.385,0.379
2021,2022 - 2023,Economic,Equatorial Guinea,0.074,0.878,0.052
2021,2022 - 2023,Economic,Eritrea,0.19,0.602,0.256
2021,2022 - 2023,Economic,Estonia,0.032,0.938,0.031
2021,2022 - 2023,Economic,Ethiopia,0.269,0.555,0.24
2021,2022 - 2023,Economic,Fiji,0.192,0.424,0.475
2021,2022 - 2023,Economic,Finland,0,0.987,0.014
2021,2022 - 2023,Economic,France,0.053,0.834,0.119
2021,2022 - 2023,Economic,Gabon,0.641,0.221,0.384
2021,2022 - 2023,Economic,Gambia,0.164,0.56,0.331
2021,2022 - 2023,Economic,Georgia,0.17,0.551,0.336
2021,2022 - 2023,Economic,Germany,0,0.97,0.03
2021,2022 - 2023,Economic,Ghana,0.182,0.69,0.156
2021,2022 - 2023,Economic,Greece,0.187,0.698,0.141
2021,2022 - 2023,Economic,Guatemala,0.226,0.613,0.208
2021,2022 - 2023,Economic,Guinea,0.269,0.613,0.162
2021,2022 - 2023,Economic,Guinea-Bissau,0.123,0.766,0.127
2021,2022 - 2023,Economic,Guyana,0.281,0.578,0.196
2021,2022 - 2023,Economic,Haiti,0.54,0.351,0.235
2021,2022 - 2023,Economic,Honduras,0.309,0.496,0.282
2021,2022 - 2023,Economic,Hungary,0.178,0.693,0.156
2021,2022 - 2023,Economic,Iceland,0,0.969,0.031
2021,2022 - 2023,Economic,India,0.235,0.34,0.555
2021,2022 - 2023,Economic,Indonesia,0.46,0.215,0.603
2021,2022 - 2023,Economic,Iran,0.241,0.561,0.262
2021,2022 - 2023,Economic,Iraq,0.493,0.424,0.162
2021,2022 - 2023,Economic,Ireland,0,0.973,0.028
2021,2022 - 2023,Economic,Israel,0.285,0.629,0.12
2021,2022 - 2023,Economic,Italy,0.115,0.755,0.147
2021,2022 - 2023,Economic,Jamaica,0.021,0.93,0.05
2021,2022 - 2023,Economic,Japan,0.043,0.91,0.05
2021,2022 - 2023,Economic,Jordan,0.102,0.791,0.12
2021,2022 - 2023,Economic,Kazakhstan,0.098,0.823,0.088
2021,2022 - 2023,Economic,Kenya,0.413,0.339,0.422
2021,2022 - 2023,Economic,Kosovo,0.254,0.649,0.13
2021,2022 - 2023,Economic,Kuwait,0.064,0.823,0.12
2021,2022 - 2023,Economic,Kyrgyzstan,0.283,0.523,0.27
2021,2022 - 2023,Economic,Laos,0.41,0.443,0.249
2021,2022 - 2023,Economic,Latvia,0.36,0.531,0.17
2021,2022 - 2023,Economic,Lebanon,0.18,0.458,0.442
2021,2022 - 2023,Economic,Lesotho,0.372,0.293,0.534
2021,2022 - 2023,Economic,Liberia,0.192,0.711,0.12
2021,2022 - 2023,Economic,Libya,0.18,0.662,0.192
2021,2022 - 2023,Economic,Lithuania,0.387,0.273,0.554
2021,2022 - 2023,Economic,Luxembourg,0,0.979,0.021
2021,2022 - 2023,Economic,Madagascar,0.208,0.641,0.19
2021,2022 - 2023,Economic,Malawi,0.295,0.507,0.281
2021,2022 - 2023,Economic,Malaysia,0.223,0.537,0.309
2021,2022 - 2023,Economic,Maldives,0.201,0.618,0.227
2021,2022 - 2023,Economic,Mali,0.356,0.507,0.214
2021,2022 - 2023,Economic,Mauritania,0.371,0.431,0.314
2021,2022 - 2023,Economic,Mauritius,0.355,0.474,0.264
2021,2022 - 2023,Economic,Mexico,0.547,0.297,0.345
2021,2022 - 2023,Economic,Moldova,0.348,0.395,0.394
2021,2022 - 2023,Economic,Mongolia,0.358,0.401,0.376
2021,2022 - 2023,Economic,Montenegro,0.377,0.471,0.244
2021,2022 - 2023,Economic,Morocco,0.128,0.764,0.124
2021,2022 - 2023,Economic,Mozambique,0.166,0.717,0.14
2021,2022 - 2023,Economic,Myanmar,0.336,0.445,0.33
2021,2022 - 2023,Economic,Namibia,0.14,0.451,0.476
2021,2022 - 2023,Economic,Nepal,0.595,0.283,0.3
2021,2022 - 2023,Economic,Netherlands,0,0.944,0.056
2021,2022 - 2023,Economic,New Zealand,0,0.944,0.056
2021,2022 - 2023,Economic,Nicaragua,0.47,0.284,0.463
2021,2022 - 2023,Economic,Niger,0.16,0.679,0.191
2021,2022 - 2023,Economic,Nigeria,0.319,0.512,0.248
2021,2022 - 2023,Economic,North Korea,0.165,0.654,0.216
2021,2022 - 2023,Economic,North Macedonia,0.122,0.67,0.237
2021,2022 - 2023,Economic,Norway,0,0.958,0.042
2021,2022 - 2023,Economic,Oman,0.031,0.956,0.014
2021,2022 - 2023,Economic,Pakistan,0.571,0.284,0.338
2021,2022 - 2023,Economic,Panama,0.376,0.554,0.112
2021,2022 - 2023,Economic,Papua New Guinea,0.166,0.579,0.306
2021,2022 - 2023,Economic,Paraguay,0.336,0.575,0.134
2021,2022 - 2023,Economic,Peru,0.326,0.372,0.448
2021,2022 - 2023,Economic,Philippines,0.122,0.744,0.152
2021,2022 - 2023,Economic,Poland,0.188,0.611,0.248
2021,2022 - 2023,Economic,Portugal,0.253,0.577,0.228
2021,2022 - 2023,Economic,Qatar,0.047,0.928,0.026
2021,2022 - 2023,Economic,Romania,0.374,0.45,0.282
2021,2022 - 2023,Economic,Russia,0.168,0.77,0.074
2021,2022 - 2023,Economic,Rwanda,0.076,0.608,0.342
2021,2022 - 2023,Economic,Saudi Arabia,0.882,0.113,0.04
2021,2022 - 2023,Economic,Senegal,0.427,0.437,0.236
2021,2022 - 2023,Economic,Serbia,0.213,0.494,0.372
2021,2022 - 2023,Economic,Sierra Leone,0.573,0.337,0.211
2021,2022 - 2023,Economic,Singapore,0,0.927,0.073
2021,2022 - 2023,Economic,Slovakia,0.278,0.626,0.134
2021,2022 - 2023,Economic,Slovenia,0.367,0.376,0.405
2021,2022 - 2023,Economic,Solomon Islands,0.208,0.669,0.154
2021,2022 - 2023,Economic,Somalia,0.438,0.354,0.37
2021,2022 - 2023,Economic,South Africa,0.463,0.273,0.492
2021,2022 - 2023,Economic,South Korea,0.244,0.512,0.323
2021,2022 - 2023,Economic,South Sudan,0.182,0.542,0.338
2021,2022 - 2023,Economic,Spain,0,0.934,0.066
2021,2022 - 2023,Economic,Sri Lanka,0.276,0.489,0.325
2021,2022 - 2023,Economic,Sudan,0.37,0.369,0.414
2021,2022 - 2023,Economic,Surinam,0.147,0.632,0.26
2021,2022 - 2023,Economic,Swaziland,0.515,0.417,0.14
2021,2022 - 2023,Economic,Sweden,0,0.987,0.013
2021,2022 - 2023,Economic,Switzerland,0,0.99,0.01
2021,2022 - 2023,Economic,Syria,0.33,0.504,0.246
2021,2022 - 2023,Economic,Taiwan,0.079,0.607,0.341
2021,2022 - 2023,Economic,Tajikistan,0.444,0.423,0.24
2021,2022 - 2023,Economic,Tanzania,0.537,0.283,0.388
2021,2022 - 2023,Economic,Thailand,0.202,0.661,0.172
2021,2022 - 2023,Economic,Togo,0.303,0.419,0.398
2021,2022 - 2023,Economic,Trinidad and Tobago,0.235,0.634,0.172
2021,2022 - 2023,Economic,Tunisia,0.352,0.444,0.314
2021,2022 - 2023,Economic,Turkey,0.1,0.751,0.166
2021,2022 - 2023,Economic,Turkmenistan,0.054,0.899,0.05
2021,2022 - 2023,Economic,Uganda,0.205,0.587,0.262
2021,2022 - 2023,Economic,UK,0,0.915,0.085
2021,2022 - 2023,Economic,Ukraine,0.45,0.248,0.549
2021,2022 - 2023,Economic,United Arab Emirates,0.035,0.951,0.015
2021,2022 - 2023,Economic,Uruguay,0.055,0.85,0.1
2021,2022 - 2023,Economic,USA,0.115,0.654,0.26
2021,2022 - 2023,Economic,Uzbekistan,0.249,0.673,0.104
2021,2022 - 2023,Economic,Venezuela,0.218,0.782,0
2021,2022 - 2023,Economic,Vietnam,0.281,0.586,0.186
2021,2022 - 2023,Economic,Yemen,0.16,0.584,0.305
2021,2022 - 2023,Economic,Zambia,0.432,0.332,0.414
2021,2022 - 2023,Economic,Zimbabwe,0.32,0.523,0.231
2021,2022 - 2023,Electoral,Afghanistan,0.345,0.39,0.404
2021,2022 - 2023,Electoral,Albania,0.08,0.862,0.063
2021,2022 - 2023,Electoral,Algeria,0.073,0.868,0.063
2021,2022 - 2023,Electoral,Angola,0.058,0.869,0.078
2021,2022 - 2023,Electoral,Argentina,0,0.982,0.018
2021,2022 - 2023,Electoral,Armenia,0.084,0.87,0.051
2021,2022 - 2023,Electoral,Australia,0,0.994,0.006
2021,2022 - 2023,Electoral,Austria,0.004,0.978,0.018
2021,2022 - 2023,Electoral,Azerbaijan,0.056,0.901,0.046
2021,2022 - 2023,Electoral,Bangladesh,0.064,0.874,0.066
2021,2022 - 2023,Electoral,Barbados,0.01,0.983,0.008
2021,2022 - 2023,Electoral,Belarus,0.176,0.713,0.134
2021,2022 - 2023,Electoral,Belgium,0,0.997,0.003
2021,2022 - 2023,Electoral,Benin,0.283,0.547,0.237
2021,2022 - 2023,Electoral,Bhutan,0.042,0.887,0.075
2021,2022 - 2023,Electoral,Bolivia,0.08,0.698,0.242
2021,2022 - 2023,Electoral,Bosnia-Herzegovina,0.021,0.949,0.03
2021,2022 - 2023,Electoral,Botswana,0.048,0.82,0.138
2021,2022 - 2023,Electoral,Brazil,0.043,0.776,0.19
2021,2022 - 2023,Electoral,Bulgaria,0.003,0.966,0.031
2021,2022 - 2023,Electoral,Burkina Faso,0.01,0.925,0.066
2021,2022 - 2023,Electoral,Burundi,0.118,0.808,0.084
2021,2022 - 2023,Electoral,Cambodia,0.057,0.832,0.117
2021,2022 - 2023,Electoral,Cameroon,0.067,0.812,0.13
2021,2022 - 2023,Electoral,Canada,0,0.986,0.015
2021,2022 - 2023,Electoral,Cape Verde,0.009,0.969,0.022
2021,2022 - 2023,Electoral,CAR,0.226,0.536,0.308
2021,2022 - 2023,Electoral,Chad,0.18,0.497,0.393
2021,2022 - 2023,Electoral,Chile,0,0.983,0.017
2021,2022 - 2023,Electoral,China,0.128,0.857,0.017
2021,2022 - 2023,Electoral,Colombia,0.03,0.874,0.098
2021,2022 - 2023,Electoral,Comoros,0.16,0.682,0.188
2021,2022 - 2023,Electoral,Congo,0.118,0.802,0.091
2021,2022 - 2023,Electoral,Costa Rica,0,0.996,0.004
2021,2022 - 2023,Electoral,Cote D'Ivoire,0.111,0.726,0.183
2021,2022 - 2023,Electoral,Croatia,0.004,0.959,0.036
2021,2022 - 2023,Electoral,Cuba,0.072,0.908,0.022
2021,2022 - 2023,Electoral,Cyprus,0.002,0.989,0.01
2021,2022 - 2023,Electoral,Czech Republic,0,0.994,0.006
2021,2022 - 2023,Electoral,Denmark,0,0.994,0.006
2021,2022 - 2023,Electoral,Djibouti,0.038,0.932,0.032
2021,2022 - 2023,Electoral,Dominican Republic,0.062,0.861,0.083
2021,2022 - 2023,Electoral,DR Congo,0.114,0.725,0.182
2021,2022 - 2023,Electoral,East Timor,0.01,0.939,0.052
2021,2022 - 2023,Electoral,Ecuador,0.025,0.917,0.059
2021,2022 - 2023,Electoral,Egypt,0.072,0.735,0.208
2021,2022 - 2023,Electoral,El Salvador,0.164,0.539,0.356
2021,2022 - 2023,Electoral,Equatorial Guinea,0.019,0.962,0.02
2021,2022 - 2023,Electoral,Eritrea,0.08,0.92,0
2021,2022 - 2023,Electoral,Estonia,0,1,0
2021,2022 - 2023,Electoral,Ethiopia,0.207,0.697,0.121
2021,2022 - 2023,Electoral,Fiji,0.096,0.848,0.062
2021,2022 - 2023,Electoral,Finland,0,1,0
2021,2022 - 2023,Electoral,France,0,0.981,0.02
2021,2022 - 2023,Electoral,Gabon,0.156,0.774,0.082
2021,2022 - 2023,Electoral,Gambia,0.25,0.698,0.07
2021,2022 - 2023,Electoral,Georgia,0.057,0.919,0.025
2021,2022 - 2023,Electoral,Germany,0,0.999,0.001
2021,2022 - 2023,Electoral,Ghana,0.002,0.965,0.032
2021,2022 - 2023,Electoral,Greece,0,0.987,0.013
2021,2022 - 2023,Electoral,Guatemala,0.048,0.871,0.086
2021,2022 - 2023,Electoral,Guinea,0.496,0.271,0.463
2021,2022 - 2023,Electoral,Guinea-Bissau,0.046,0.898,0.059
2021,2022 - 2023,Electoral,Guyana,0.092,0.858,0.054
2021,2022 - 2023,Electoral,Haiti,0.164,0.619,0.259
2021,2022 - 2023,Electoral,Honduras,0.169,0.701,0.156
2021,2022 - 2023,Electoral,Hungary,0.074,0.888,0.041
2021,2022 - 2023,Electoral,Iceland,0.036,0.964,0
2021,2022 - 2023,Electoral,India,0.124,0.815,0.07
2021,2022 - 2023,Electoral,Indonesia,0.052,0.849,0.104
2021,2022 - 2023,Electoral,Iran,0.21,0.538,0.319
2021,2022 - 2023,Electoral,Iraq,0.064,0.857,0.085
2021,2022 - 2023,Electoral,Ireland,0,0.992,0.008
2021,2022 - 2023,Electoral,Israel,0.002,0.985,0.014
2021,2022 - 2023,Electoral,Italy,0,0.995,0.005
2021,2022 - 2023,Electoral,Jamaica,0.01,0.986,0.004
2021,2022 - 2023,Electoral,Japan,0.001,0.989,0.011
2021,2022 - 2023,Electoral,Jordan,0.054,0.899,0.05
2021,2022 - 2023,Electoral,Kazakhstan,0.034,0.949,0.017
2021,2022 - 2023,Electoral,Kenya,0.142,0.809,0.057
2021,2022 - 2023,Electoral,Kosovo,0.016,0.937,0.048
2021,2022 - 2023,Electoral,Kuwait,0.049,0.906,0.047
2021,2022 - 2023,Electoral,Kyrgyzstan,0.098,0.858,0.05
2021,2022 - 2023,Electoral,Laos,0.061,0.914,0.027
2021,2022 - 2023,Electoral,Latvia,0.013,0.975,0.013
2021,2022 - 2023,Electoral,Lebanon,0.074,0.871,0.06
2021,2022 - 2023,Electoral,Lesotho,0.021,0.916,0.063
2021,2022 - 2023,Electoral,Liberia,0.006,0.957,0.037
2021,2022 - 2023,Electoral,Libya,0.164,0.763,0.087
2021,2022 - 2023,Electoral,Lithuania,0,0.997,0.004
