From_Year,For_Years,Space,Country,p_up,p_same,p_down
2021,2022 - 2023,Associational,Kazakhstan,0.1,0.851,0.054
2021,2022 - 2023,Associational,Kenya,0.153,0.687,0.188
2021,2022 - 2023,Associational,Kosovo,0.228,0.535,0.306
2021,2022 - 2023,Associational,Kuwait,0.154,0.824,0.026
2021,2022 - 2023,Associational,Kyrgyzstan,0.328,0.502,0.252
2021,2022 - 2023,Associational,Laos,0.083,0.901,0.018
2021,2022 - 2023,Associational,Latvia,0.013,0.939,0.049
2021,2022 - 2023,Associational,Lebanon,0.276,0.564,0.221
2021,2022 - 2023,Associational,Lesotho,0.058,0.89,0.055
2021,2022 - 2023,Associational,Liberia,0.02,0.868,0.114
2021,2022 - 2023,Associational,Libya,0.136,0.769,0.11
2021,2022 - 2023,Associational,Lithuania,0.068,0.876,0.06
2021,2022 - 2023,Associational,Luxembourg,0,0.947,0.053
2021,2022 - 2023,Associational,Madagascar,0.072,0.855,0.078
2021,2022 - 2023,Associational,Malawi,0.106,0.814,0.089
2021,2022 - 2023,Associational,Malaysia,0.273,0.365,0.498
2021,2022 - 2023,Associational,Maldives,0.25,0.387,0.483
2021,2022 - 2023,Associational,Mali,0.162,0.683,0.186
2021,2022 - 2023,Associational,Mauritania,0.41,0.339,0.426
2021,2022 - 2023,Associational,Mauritius,0.068,0.776,0.167
2021,2022 - 2023,Associational,Mexico,0.41,0.269,0.545
2021,2022 - 2023,Associational,Moldova,0.051,0.787,0.17
2021,2022 - 2023,Associational,Mongolia,0.226,0.505,0.348
2021,2022 - 2023,Associational,Montenegro,0.152,0.727,0.142
2021,2022 - 2023,Associational,Morocco,0.182,0.677,0.172
2021,2022 - 2023,Associational,Mozambique,0.177,0.552,0.329
2021,2022 - 2023,Associational,Myanmar,0.379,0.529,0.148
2021,2022 - 2023,Associational,Namibia,0.014,0.915,0.072
2021,2022 - 2023,Associational,Nepal,0.264,0.576,0.218
2021,2022 - 2023,Associational,Netherlands,0.099,0.862,0.043
2021,2022 - 2023,Associational,New Zealand,0.018,0.938,0.044
2021,2022 - 2023,Associational,Nicaragua,0.57,0.252,0.413
2021,2022 - 2023,Associational,Niger,0.053,0.814,0.141
2021,2022 - 2023,Associational,Nigeria,0.178,0.573,0.303
2021,2022 - 2023,Associational,North Korea,0.051,0.949,0
2021,2022 - 2023,Associational,North Macedonia,0.142,0.795,0.073
2021,2022 - 2023,Associational,Norway,0,0.889,0.11
2021,2022 - 2023,Associational,Oman,0.027,0.965,0.008
2021,2022 - 2023,Associational,Pakistan,0.42,0.442,0.238
2021,2022 - 2023,Associational,Panama,0.043,0.9,0.06
2021,2022 - 2023,Associational,Papua New Guinea,0.03,0.914,0.058
2021,2022 - 2023,Associational,Paraguay,0.08,0.843,0.084
2021,2022 - 2023,Associational,Peru,0.142,0.615,0.284
2021,2022 - 2023,Associational,Philippines,0.163,0.666,0.205
2021,2022 - 2023,Associational,Poland,0.25,0.569,0.242
2021,2022 - 2023,Associational,Portugal,0.028,0.852,0.124
2021,2022 - 2023,Associational,Qatar,0.023,0.966,0.011
2021,2022 - 2023,Associational,Romania,0.132,0.64,0.263
2021,2022 - 2023,Associational,Russia,0.124,0.567,0.353
2021,2022 - 2023,Associational,Rwanda,0.088,0.859,0.058
2021,2022 - 2023,Associational,Saudi Arabia,0.015,0.975,0.011
2021,2022 - 2023,Associational,Senegal,0.015,0.939,0.047
2021,2022 - 2023,Associational,Serbia,0.198,0.724,0.097
2021,2022 - 2023,Associational,Sierra Leone,0.021,0.904,0.076
2021,2022 - 2023,Associational,Singapore,0.12,0.831,0.056
2021,2022 - 2023,Associational,Slovakia,0.082,0.811,0.117
2021,2022 - 2023,Associational,Slovenia,0.349,0.413,0.366
2021,2022 - 2023,Associational,Solomon Islands,0.044,0.902,0.056
2021,2022 - 2023,Associational,Somalia,0.634,0.201,0.449
2021,2022 - 2023,Associational,South Africa,0.043,0.847,0.116
2021,2022 - 2023,Associational,South Korea,0.37,0.406,0.355
2021,2022 - 2023,Associational,South Sudan,0.398,0.477,0.208
2021,2022 - 2023,Associational,Spain,0.02,0.892,0.09
2021,2022 - 2023,Associational,Sri Lanka,0.334,0.44,0.339
2021,2022 - 2023,Associational,Sudan,0.337,0.438,0.34
2021,2022 - 2023,Associational,Surinam,0.029,0.902,0.072
2021,2022 - 2023,Associational,Swaziland,0.083,0.531,0.42
2021,2022 - 2023,Associational,Sweden,0,0.988,0.013
2021,2022 - 2023,Associational,Switzerland,0.005,0.967,0.028
2021,2022 - 2023,Associational,Syria,0.194,0.806,0
2021,2022 - 2023,Associational,Taiwan,0.034,0.891,0.078
2021,2022 - 2023,Associational,Tajikistan,0.115,0.809,0.086
2021,2022 - 2023,Associational,Tanzania,0.322,0.555,0.182
2021,2022 - 2023,Associational,Thailand,0.433,0.245,0.569
2021,2022 - 2023,Associational,Togo,0.215,0.543,0.308
2021,2022 - 2023,Associational,Trinidad and Tobago,0.006,0.945,0.048
2021,2022 - 2023,Associational,Tunisia,0.145,0.686,0.198
2021,2022 - 2023,Associational,Turkey,0.172,0.716,0.136
2021,2022 - 2023,Associational,Turkmenistan,0.041,0.959,0
2021,2022 - 2023,Associational,Uganda,0.417,0.399,0.316
2021,2022 - 2023,Associational,UK,0.032,0.899,0.072
2021,2022 - 2023,Associational,Ukraine,0.181,0.691,0.156
2021,2022 - 2023,Associational,United Arab Emirates,0.036,0.952,0.012
2021,2022 - 2023,Associational,Uruguay,0.062,0.876,0.066
2021,2022 - 2023,Associational,USA,0,0.796,0.203
2021,2022 - 2023,Associational,Uzbekistan,0.26,0.692,0.066
2021,2022 - 2023,Associational,Venezuela,0.293,0.56,0.208
2021,2022 - 2023,Associational,Vietnam,0.224,0.682,0.121
2021,2022 - 2023,Associational,Yemen,0.209,0.677,0.144
2021,2022 - 2023,Associational,Zambia,0.348,0.435,0.332
2021,2022 - 2023,Associational,Zimbabwe,0.147,0.584,0.316
2021,2022 - 2023,Economic,Afghanistan,0.268,0.431,0.41
2021,2022 - 2023,Economic,Albania,0.252,0.555,0.258
2021,2022 - 2023,Economic,Algeria,0.242,0.635,0.163
2021,2022 - 2023,Economic,Angola,0.439,0.483,0.138
2021,2022 - 2023,Economic,Argentina,0.116,0.754,0.147
2021,2022 - 2023,Economic,Armenia,0.284,0.39,0.455
2021,2022 - 2023,Economic,Australia,0,0.978,0.022
2021,2022 - 2023,Economic,Austria,0.211,0.422,0.465
2021,2022 - 2023,Economic,Azerbaijan,0.214,0.638,0.189
2021,2022 - 2023,Economic,Bangladesh,0.099,0.872,0.032
2021,2022 - 2023,Economic,Barbados,0.105,0.809,0.096
2021,2022 - 2023,Economic,Belarus,0.237,0.587,0.231
2021,2022 - 2023,Economic,Belgium,0,0.983,0.017
2021,2022 - 2023,Economic,Benin,0.404,0.425,0.286
2021,2022 - 2023,Economic,Bhutan,0.074,0.704,0.239
2021,2022 - 2023,Economic,Bolivia,0.344,0.532,0.19
2021,2022 - 2023,Economic,Bosnia-Herzegovina,0.146,0.411,0.518
2021,2022 - 2023,Economic,Botswana,0.428,0.354,0.382
2021,2022 - 2023,Economic,Brazil,0.374,0.259,0.587
2021,2022 - 2023,Economic,Bulgaria,0.242,0.511,0.325
2021,2022 - 2023,Economic,Burkina Faso,0.224,0.54,0.304
2021,2022 - 2023,Economic,Burundi,0.176,0.672,0.184
2021,2022 - 2023,Economic,Cambodia,0.095,0.831,0.082
2021,2022 - 2023,Economic,Cameroon,0.436,0.49,0.131
2021,2022 - 2023,Economic,Canada,0,0.946,0.054
2021,2022 - 2023,Economic,Cape Verde,0.082,0.682,0.257
2021,2022 - 2023,Economic,CAR,0.335,0.435,0.346
2021,2022 - 2023,Economic,Chad,0.056,0.936,0.009
2021,2022 - 2023,Economic,Chile,0.057,0.809,0.142
2021,2022 - 2023,Economic,China,0.159,0.467,0.444
2021,2022 - 2023,Economic,Colombia,0.468,0.238,0.552
2021,2022 - 2023,Economic,Comoros,0.272,0.479,0.342
2021,2022 - 2023,Economic,Congo,0.151,0.574,0.324
2021,2022 - 2023,Economic,Costa Rica,0.057,0.905,0.04
2021,2022 - 2023,Economic,Cote D'Ivoire,0.19,0.615,0.24
2021,2022 - 2023,Economic,Croatia,0.166,0.67,0.196
2021,2022 - 2023,Economic,Cuba,0.063,0.822,0.122
2021,2022 - 2023,Economic,Cyprus,0.087,0.825,0.096
2021,2022 - 2023,Economic,Czech Republic,0.16,0.725,0.136
2021,2022 - 2023,Economic,Denmark,0,0.936,0.064
2021,2022 - 2023,Economic,Djibouti,0.092,0.587,0.354
2021,2022 - 2023,Economic,Dominican Republic,0.398,0.378,0.372
2021,2022 - 2023,Economic,DR Congo,0.242,0.64,0.156
2021,2022 - 2023,Economic,East Timor,0.1,0.833,0.074
2021,2022 - 2023,Economic,Ecuador,0.182,0.651,0.204
2021,2022 - 2023,Economic,Egypt,0.094,0.809,0.107
2021,2022 - 2023,Economic,El Salvador,0.384,0.382,0.38
2021,2022 - 2023,Economic,Equatorial Guinea,0.05,0.902,0.051
2021,2022 - 2023,Economic,Eritrea,0.177,0.628,0.237
2021,2022 - 2023,Economic,Estonia,0.021,0.963,0.016
2021,2022 - 2023,Economic,Ethiopia,0.244,0.59,0.22
2021,2022 - 2023,Economic,Fiji,0.147,0.494,0.42
2021,2022 - 2023,Economic,Finland,0,0.989,0.012
2021,2022 - 2023,Economic,France,0.046,0.839,0.121
2021,2022 - 2023,Economic,Gabon,0.66,0.224,0.342
2021,2022 - 2023,Economic,Gambia,0.186,0.571,0.298
2021,2022 - 2023,Economic,Georgia,0.182,0.66,0.194
2021,2022 - 2023,Economic,Germany,0,0.983,0.017
2021,2022 - 2023,Economic,Ghana,0.202,0.678,0.15
2021,2022 - 2023,Economic,Greece,0.141,0.748,0.129
2021,2022 - 2023,Economic,Guatemala,0.225,0.643,0.17
2021,2022 - 2023,Economic,Guinea,0.27,0.619,0.153
2021,2022 - 2023,Economic,Guinea-Bissau,0.125,0.794,0.093
2021,2022 - 2023,Economic,Guyana,0.21,0.636,0.196
2021,2022 - 2023,Economic,Haiti,0.496,0.39,0.227
2021,2022 - 2023,Economic,Honduras,0.278,0.505,0.3
2021,2022 - 2023,Economic,Hungary,0.171,0.707,0.147
2021,2022 - 2023,Economic,Iceland,0,0.965,0.035
2021,2022 - 2023,Economic,India,0.185,0.391,0.52
2021,2022 - 2023,Economic,Indonesia,0.468,0.227,0.574
2021,2022 - 2023,Economic,Iran,0.131,0.671,0.228
2021,2022 - 2023,Economic,Iraq,0.406,0.523,0.118
2021,2022 - 2023,Economic,Ireland,0,0.967,0.034
2021,2022 - 2023,Economic,Israel,0.275,0.641,0.116
2021,2022 - 2023,Economic,Italy,0.072,0.805,0.132
2021,2022 - 2023,Economic,Jamaica,0.015,0.96,0.026
2021,2022 - 2023,Economic,Japan,0.028,0.921,0.052
2021,2022 - 2023,Economic,Jordan,0.092,0.807,0.112
2021,2022 - 2023,Economic,Kazakhstan,0.088,0.864,0.053
2021,2022 - 2023,Economic,Kenya,0.385,0.357,0.42
2021,2022 - 2023,Economic,Kosovo,0.176,0.709,0.139
2021,2022 - 2023,Economic,Kuwait,0.056,0.859,0.091
2021,2022 - 2023,Economic,Kyrgyzstan,0.222,0.61,0.215
2021,2022 - 2023,Economic,Laos,0.34,0.509,0.229
2021,2022 - 2023,Economic,Latvia,0.352,0.528,0.184
2021,2022 - 2023,Economic,Lebanon,0.164,0.611,0.269
2021,2022 - 2023,Economic,Lesotho,0.375,0.283,0.547
2021,2022 - 2023,Economic,Liberia,0.183,0.734,0.101
2021,2022 - 2023,Economic,Libya,0.175,0.709,0.14
2021,2022 - 2023,Economic,Lithuania,0.305,0.385,0.446
2021,2022 - 2023,Economic,Luxembourg,0,0.969,0.031
2021,2022 - 2023,Economic,Madagascar,0.222,0.673,0.135
2021,2022 - 2023,Economic,Malawi,0.299,0.513,0.267
2021,2022 - 2023,Economic,Malaysia,0.22,0.548,0.296
2021,2022 - 2023,Economic,Maldives,0.202,0.621,0.221
2021,2022 - 2023,Economic,Mali,0.346,0.502,0.232
2021,2022 - 2023,Economic,Mauritania,0.374,0.441,0.296
2021,2022 - 2023,Economic,Mauritius,0.308,0.521,0.246
2021,2022 - 2023,Economic,Mexico,0.535,0.326,0.3
2021,2022 - 2023,Economic,Moldova,0.336,0.442,0.334
2021,2022 - 2023,Economic,Mongolia,0.316,0.439,0.357
2021,2022 - 2023,Economic,Montenegro,0.348,0.501,0.232
2021,2022 - 2023,Economic,Morocco,0.137,0.757,0.122
2021,2022 - 2023,Economic,Mozambique,0.166,0.76,0.089
2021,2022 - 2023,Economic,Myanmar,0.333,0.45,0.325
2021,2022 - 2023,Economic,Namibia,0.14,0.504,0.414
2021,2022 - 2023,Economic,Nepal,0.562,0.295,0.326
2021,2022 - 2023,Economic,Netherlands,0,0.972,0.028
2021,2022 - 2023,Economic,New Zealand,0,0.967,0.034
2021,2022 - 2023,Economic,Nicaragua,0.433,0.313,0.449
2021,2022 - 2023,Economic,Niger,0.144,0.717,0.162
2021,2022 - 2023,Economic,Nigeria,0.282,0.68,0.052
2021,2022 - 2023,Economic,North Korea,0.133,0.734,0.153
2021,2022 - 2023,Economic,North Macedonia,0.098,0.71,0.214
2021,2022 - 2023,Economic,Norway,0,0.936,0.064
2021,2022 - 2023,Economic,Oman,0.03,0.954,0.016
2021,2022 - 2023,Economic,Pakistan,0.357,0.48,0.253
2021,2022 - 2023,Economic,Panama,0.348,0.592,0.092
2021,2022 - 2023,Economic,Papua New Guinea,0.125,0.606,0.308
2021,2022 - 2023,Economic,Paraguay,0.33,0.582,0.132
2021,2022 - 2023,Economic,Peru,0.321,0.359,0.471
2021,2022 - 2023,Economic,Philippines,0.109,0.778,0.126
2021,2022 - 2023,Economic,Poland,0.168,0.654,0.214
2021,2022 - 2023,Economic,Portugal,0.172,0.628,0.241
2021,2022 - 2023,Economic,Qatar,0.048,0.924,0.029
2021,2022 - 2023,Economic,Romania,0.335,0.483,0.274
2021,2022 - 2023,Economic,Russia,0.148,0.805,0.055
2021,2022 - 2023,Economic,Rwanda,0.078,0.627,0.32
2021,2022 - 2023,Economic,Saudi Arabia,0.717,0.27,0.048
2021,2022 - 2023,Economic,Senegal,0.428,0.449,0.215
2021,2022 - 2023,Economic,Serbia,0.167,0.668,0.198
2021,2022 - 2023,Economic,Sierra Leone,0.456,0.426,0.217
2021,2022 - 2023,Economic,Singapore,0,0.948,0.052
2021,2022 - 2023,Economic,Slovakia,0.201,0.717,0.104
2021,2022 - 2023,Economic,Slovenia,0.347,0.443,0.322
2021,2022 - 2023,Economic,Solomon Islands,0.213,0.652,0.171
2021,2022 - 2023,Economic,Somalia,0.424,0.386,0.331
2021,2022 - 2023,Economic,South Africa,0.458,0.291,0.463
2021,2022 - 2023,Economic,South Korea,0.074,0.64,0.308
2021,2022 - 2023,Economic,South Sudan,0.174,0.547,0.338
2021,2022 - 2023,Economic,Spain,0,0.967,0.033
2021,2022 - 2023,Economic,Sri Lanka,0.241,0.526,0.307
2021,2022 - 2023,Economic,Sudan,0.278,0.438,0.394
2021,2022 - 2023,Economic,Surinam,0.146,0.625,0.268
2021,2022 - 2023,Economic,Swaziland,0.467,0.472,0.114
2021,2022 - 2023,Economic,Sweden,0,0.983,0.018
2021,2022 - 2023,Economic,Switzerland,0,0.992,0.008
2021,2022 - 2023,Economic,Syria,0.202,0.683,0.143
2021,2022 - 2023,Economic,Taiwan,0.068,0.856,0.082
2021,2022 - 2023,Economic,Tajikistan,0.409,0.475,0.197
2021,2022 - 2023,Economic,Tanzania,0.445,0.347,0.374
2021,2022 - 2023,Economic,Thailand,0.204,0.672,0.156
2021,2022 - 2023,Economic,Togo,0.218,0.669,0.144
2021,2022 - 2023,Economic,Trinidad and Tobago,0.19,0.685,0.155
2021,2022 - 2023,Economic,Tunisia,0.377,0.419,0.327
2021,2022 - 2023,Economic,Turkey,0.1,0.794,0.118
2021,2022 - 2023,Economic,Turkmenistan,0.034,0.934,0.034
2021,2022 - 2023,Economic,Uganda,0.16,0.757,0.099
2021,2022 - 2023,Economic,UK,0,0.944,0.056
2021,2022 - 2023,Economic,Ukraine,0.392,0.283,0.535
2021,2022 - 2023,Economic,United Arab Emirates,0.024,0.956,0.02
2021,2022 - 2023,Economic,Uruguay,0.04,0.876,0.088
2021,2022 - 2023,Economic,USA,0.109,0.693,0.222
2021,2022 - 2023,Economic,Uzbekistan,0.12,0.805,0.085
2021,2022 - 2023,Economic,Venezuela,0.216,0.784,0
2021,2022 - 2023,Economic,Vietnam,0.199,0.65,0.188
2021,2022 - 2023,Economic,Yemen,0.175,0.628,0.238
2021,2022 - 2023,Economic,Zambia,0.422,0.33,0.43
2021,2022 - 2023,Economic,Zimbabwe,0.202,0.7,0.123
2021,2022 - 2023,Electoral,Afghanistan,0.335,0.463,0.304
2021,2022 - 2023,Electoral,Albania,0.055,0.903,0.044
2021,2022 - 2023,Electoral,Algeria,0.043,0.91,0.049
2021,2022 - 2023,Electoral,Angola,0.026,0.908,0.068
2021,2022 - 2023,Electoral,Argentina,0,0.989,0.011
2021,2022 - 2023,Electoral,Armenia,0.067,0.893,0.043
2021,2022 - 2023,Electoral,Australia,0,0.989,0.012
2021,2022 - 2023,Electoral,Austria,0.002,0.992,0.007
2021,2022 - 2023,Electoral,Azerbaijan,0.052,0.902,0.048
2021,2022 - 2023,Electoral,Bangladesh,0.071,0.854,0.08
2021,2022 - 2023,Electoral,Barbados,0.002,0.993,0.005
2021,2022 - 2023,Electoral,Belarus,0.134,0.764,0.118
2021,2022 - 2023,Electoral,Belgium,0,0.982,0.018
2021,2022 - 2023,Electoral,Benin,0.192,0.634,0.215
2021,2022 - 2023,Electoral,Bhutan,0.023,0.921,0.057
2021,2022 - 2023,Electoral,Bolivia,0.084,0.752,0.179
2021,2022 - 2023,Electoral,Bosnia-Herzegovina,0.018,0.965,0.017
2021,2022 - 2023,Electoral,Botswana,0.061,0.834,0.112
2021,2022 - 2023,Electoral,Brazil,0.032,0.824,0.148
2021,2022 - 2023,Electoral,Bulgaria,0.004,0.976,0.02
2021,2022 - 2023,Electoral,Burkina Faso,0.004,0.938,0.058
2021,2022 - 2023,Electoral,Burundi,0.098,0.83,0.079
2021,2022 - 2023,Electoral,Cambodia,0.051,0.84,0.116
2021,2022 - 2023,Electoral,Cameroon,0.048,0.864,0.092
2021,2022 - 2023,Electoral,Canada,0,0.987,0.013
2021,2022 - 2023,Electoral,Cape Verde,0.002,0.98,0.018
2021,2022 - 2023,Electoral,CAR,0.208,0.556,0.297
2021,2022 - 2023,Electoral,Chad,0.187,0.522,0.358
2021,2022 - 2023,Electoral,Chile,0,0.987,0.013
2021,2022 - 2023,Electoral,China,0.153,0.838,0.011
2021,2022 - 2023,Electoral,Colombia,0.015,0.889,0.098
2021,2022 - 2023,Electoral,Comoros,0.106,0.755,0.156
2021,2022 - 2023,Electoral,Congo,0.08,0.845,0.081
2021,2022 - 2023,Electoral,Costa Rica,0,0.995,0.005
2021,2022 - 2023,Electoral,Cote D'Ivoire,0.072,0.76,0.18
2021,2022 - 2023,Electoral,Croatia,0.003,0.974,0.024
2021,2022 - 2023,Electoral,Cuba,0.048,0.931,0.022
2021,2022 - 2023,Electoral,Cyprus,0.002,0.988,0.01
2021,2022 - 2023,Electoral,Czech Republic,0,0.986,0.014
2021,2022 - 2023,Electoral,Denmark,0,0.995,0.005
2021,2022 - 2023,Electoral,Djibouti,0.028,0.955,0.018
2021,2022 - 2023,Electoral,Dominican Republic,0.062,0.866,0.076
2021,2022 - 2023,Electoral,DR Congo,0.096,0.826,0.087
2021,2022 - 2023,Electoral,East Timor,0.005,0.956,0.039
2021,2022 - 2023,Electoral,Ecuador,0.007,0.957,0.037
2021,2022 - 2023,Electoral,Egypt,0.048,0.748,0.214
2021,2022 - 2023,Electoral,El Salvador,0.1,0.616,0.316
2021,2022 - 2023,Electoral,Equatorial Guinea,0.019,0.963,0.018
2021,2022 - 2023,Electoral,Eritrea,0.055,0.945,0
2021,2022 - 2023,Electoral,Estonia,0,1,0
2021,2022 - 2023,Electoral,Ethiopia,0.163,0.767,0.084
2021,2022 - 2023,Electoral,Fiji,0.047,0.915,0.04
2021,2022 - 2023,Electoral,Finland,0,1,0
2021,2022 - 2023,Electoral,France,0,0.982,0.018
2021,2022 - 2023,Electoral,Gabon,0.199,0.757,0.055
2021,2022 - 2023,Electoral,Gambia,0.114,0.843,0.048
2021,2022 - 2023,Electoral,Georgia,0.059,0.922,0.02
2021,2022 - 2023,Electoral,Germany,0,0.999,0.002
2021,2022 - 2023,Electoral,Ghana,0.002,0.982,0.016
2021,2022 - 2023,Electoral,Greece,0,0.99,0.01
2021,2022 - 2023,Electoral,Guatemala,0.034,0.896,0.072
2021,2022 - 2023,Electoral,Guinea,0.503,0.315,0.367
2021,2022 - 2023,Electoral,Guinea-Bissau,0.025,0.915,0.061
2021,2022 - 2023,Electoral,Guyana,0.084,0.866,0.054
2021,2022 - 2023,Electoral,Haiti,0.137,0.644,0.254
2021,2022 - 2023,Electoral,Honduras,0.087,0.746,0.183
2021,2022 - 2023,Electoral,Hungary,0.057,0.918,0.026
2021,2022 - 2023,Electoral,Iceland,0.066,0.934,0
2021,2022 - 2023,Electoral,India,0.1,0.879,0.023
2021,2022 - 2023,Electoral,Indonesia,0.025,0.891,0.086
2021,2022 - 2023,Electoral,Iran,0.091,0.606,0.334
2021,2022 - 2023,Electoral,Iraq,0.04,0.895,0.067
2021,2022 - 2023,Electoral,Ireland,0,0.993,0.007
2021,2022 - 2023,Electoral,Israel,0.001,0.994,0.005
2021,2022 - 2023,Electoral,Italy,0,0.992,0.008
2021,2022 - 2023,Electoral,Jamaica,0,0.995,0.005
2021,2022 - 2023,Electoral,Japan,0.001,0.978,0.021
2021,2022 - 2023,Electoral,Jordan,0.029,0.934,0.038
2021,2022 - 2023,Electoral,Kazakhstan,0.015,0.974,0.012
2021,2022 - 2023,Electoral,Kenya,0.126,0.817,0.065
2021,2022 - 2023,Electoral,Kosovo,0.012,0.951,0.037
2021,2022 - 2023,Electoral,Kuwait,0.017,0.943,0.041
2021,2022 - 2023,Electoral,Kyrgyzstan,0.062,0.911,0.029
2021,2022 - 2023,Electoral,Laos,0.036,0.938,0.026
2021,2022 - 2023,Electoral,Latvia,0.005,0.988,0.006
2021,2022 - 2023,Electoral,Lebanon,0.044,0.91,0.048
2021,2022 - 2023,Electoral,Lesotho,0.01,0.952,0.039
2021,2022 - 2023,Electoral,Liberia,0.016,0.95,0.035
2021,2022 - 2023,Electoral,Libya,0.145,0.805,0.059
2021,2022 - 2023,Electoral,Lithuania,0,0.998,0.002
