outcome,from_year,for_years,gwcode,p_up,p_same,p_down
v2x_freexp_altinf,2005,2006 - 2007,365,0.09888888888888889,0.6792542181069958,0.24620370370370367
v2x_freexp_altinf,2005,2006 - 2007,366,0.0011111111111111111,0.9988888888888889,0
v2x_freexp_altinf,2005,2006 - 2007,367,0,0.9744444444444444,0.025555555555555557
v2x_freexp_altinf,2005,2006 - 2007,368,0,0.9966666666666667,0.0033333333333333335
v2x_freexp_altinf,2005,2006 - 2007,369,0.2111111111111111,0.6677067901234568,0.15361111111111111
v2x_freexp_altinf,2005,2006 - 2007,370,0.08888888888888889,0.865161865569273,0.050432098765432094
v2x_freexp_altinf,2005,2006 - 2007,371,0.10111111111111111,0.8808203142536476,0.020101010101010106
v2x_freexp_altinf,2005,2006 - 2007,372,0.09666666666666666,0.8641888888888889,0.043333333333333335
v2x_freexp_altinf,2005,2006 - 2007,373,0.07166666666666667,0.9080475308641975,0.02185185185185185
v2x_freexp_altinf,2005,2006 - 2007,375,0.0077777777777777776,0.9922222222222222,0
v2x_freexp_altinf,2005,2006 - 2007,380,0,0.9988888888888889,0.0011111111111111111
v2x_freexp_altinf,2005,2006 - 2007,385,0,1,0
v2x_freexp_altinf,2005,2006 - 2007,390,0.0022222222222222222,0.9977777777777778,0
v2x_freexp_altinf,2005,2006 - 2007,395,0,0.9933333333333333,0.006666666666666667
v2x_freexp_altinf,2005,2006 - 2007,402,0,1,0
v2x_freexp_altinf,2005,2006 - 2007,404,0.07333333333333333,0.9013377777777778,0.027333333333333334
v2x_freexp_altinf,2005,2006 - 2007,411,0.025555555555555557,0.9657827160493828,0.008888888888888889
v2x_freexp_altinf,2005,2006 - 2007,420,0.0077777777777777776,0.9911197530864198,0.0011111111111111111
v2x_freexp_altinf,2005,2006 - 2007,432,0.005555555555555556,0.985604938271605,0.008888888888888889
v2x_freexp_altinf,2005,2006 - 2007,433,0,0.9977777777777778,0.0022222222222222222
v2x_freexp_altinf,2005,2006 - 2007,434,0.03666666666666667,0.9033925925925926,0.06222222222222222
v2x_freexp_altinf,2005,2006 - 2007,435,0.30444444444444446,0.6303242210464433,0.09378306878306877
v2x_freexp_altinf,2005,2006 - 2007,436,0.012222222222222223,0.9437589506172839,0.04456349206349207
v2x_freexp_altinf,2005,2006 - 2007,437,0.057777777777777775,0.8809777777777777,0.065
v2x_freexp_altinf,2005,2006 - 2007,438,0.04777777777777778,0.94799012345679,0.0044444444444444444
v2x_freexp_altinf,2005,2006 - 2007,439,0.043333333333333335,0.9526805555555555,0.004166666666666667
v2x_freexp_altinf,2005,2006 - 2007,450,0.17777777777777778,0.7632755331088664,0.0716919191919192
v2x_freexp_altinf,2005,2006 - 2007,451,0.028888888888888888,0.9394600823045267,0.03259259259259259
v2x_freexp_altinf,2005,2006 - 2007,452,0.01,0.9867,0.0033333333333333335
v2x_freexp_altinf,2005,2006 - 2007,461,0.3844444444444444,0.554,0.1
v2x_freexp_altinf,2005,2006 - 2007,471,0.13666666666666666,0.8537407407407407,0.011111111111111112
v2x_freexp_altinf,2005,2006 - 2007,475,0.0033333333333333335,0.9790404320987656,0.017685185185185186
v2x_freexp_altinf,2005,2006 - 2007,481,0.031851851851851846,0.9563152263374486,0.012222222222222223
v2x_freexp_altinf,2005,2006 - 2007,482,0.1622222222222222,0.7977506172839506,0.04777777777777778
v2x_freexp_altinf,2005,2006 - 2007,483,0.03222222222222222,0.9387444444444444,0.03
v2x_freexp_altinf,2005,2006 - 2007,484,0.02638888888888889,0.9656779835390946,0.008148148148148147
v2x_freexp_altinf,2005,2006 - 2007,490,0.13666666666666666,0.8433487654320987,0.023148148148148147
v2x_freexp_altinf,2005,2006 - 2007,500,0.1411111111111111,0.8305773662551441,0.032962962962962965
v2x_freexp_altinf,2005,2006 - 2007,501,0.09777777777777778,0.8909945679012345,0.012444444444444444
v2x_freexp_altinf,2005,2006 - 2007,510,0.05555555555555555,0.8722868900646679,0.0764021164021164
v2x_freexp_altinf,2005,2006 - 2007,516,0.29444444444444445,0.5373981481481481,0.23833333333333334
v2x_freexp_altinf,2005,2006 - 2007,517,0.12444444444444444,0.8471648559670781,0.03242592592592592
v2x_freexp_altinf,2005,2006 - 2007,520,0.2825925925925926,0.649997082417979,0.09396379838485101
v2x_freexp_altinf,2005,2006 - 2007,522,0.04,0.9237333333333333,0.03777777777777778
v2x_freexp_altinf,2005,2006 - 2007,530,0.12111111111111111,0.7909833015338571,0.10001899951899954
v2x_freexp_altinf,2005,2006 - 2007,531,0.017777777777777778,0.9543016460905349,0.028425925925925927
v2x_freexp_altinf,2005,2006 - 2007,540,0.12666666666666668,0.8624051146384479,0.012513227513227513
v2x_freexp_altinf,2005,2006 - 2007,541,0.04,0.9210666666666666,0.04055555555555555
v2x_freexp_altinf,2005,2006 - 2007,551,0.09111111111111111,0.8196230158730159,0.09821428571428571
v2x_freexp_altinf,2005,2006 - 2007,552,0.13933333333333334,0.7546771604938272,0.12314814814814815
v2x_freexp_altinf,2005,2006 - 2007,553,0.12111111111111111,0.8513721946315,0.03130850168350169
v2x_freexp_altinf,2005,2006 - 2007,560,0.0033333333333333335,0.9955592592592594,0.0011111111111111111
v2x_freexp_altinf,2005,2006 - 2007,565,0.005555555555555556,0.9817376543209877,0.012777777777777779
v2x_freexp_altinf,2005,2006 - 2007,570,0.052222222222222225,0.9414592592592592,0.006666666666666667
v2x_freexp_altinf,2005,2006 - 2007,571,0,0.9977777777777778,0.0022222222222222222
v2x_freexp_altinf,2005,2006 - 2007,572,0.10837037037037037,0.8728063374485597,0.021111111111111112
v2x_freexp_altinf,2005,2006 - 2007,580,0.06222222222222222,0.9043477366255145,0.03564814814814815
v2x_freexp_altinf,2005,2006 - 2007,581,0.07,0.9060266666666666,0.025777777777777774
v2x_freexp_altinf,2005,2006 - 2007,590,0.005555555555555556,0.9850524691358025,0.009444444444444445
v2x_freexp_altinf,2005,2006 - 2007,600,0.12666666666666668,0.8598290123456789,0.015462962962962965
v2x_freexp_altinf,2005,2006 - 2007,615,0.15444444444444444,0.8378605526161083,0.0091005291005291
v2x_freexp_altinf,2005,2006 - 2007,616,0.03666666666666667,0.9619710437710438,0.0014141414141414141
v2x_freexp_altinf,2005,2006 - 2007,620,0.0022222222222222222,0.9933432098765431,0.0044444444444444444
v2x_freexp_altinf,2005,2006 - 2007,625,0.5555555555555556,0.4267489711934156,0.03981481481481482
v2x_freexp_altinf,2005,2006 - 2007,630,0.15333333333333332,0.6429111816578483,0.24065608465608465
v2x_freexp_altinf,2005,2006 - 2007,640,0.07111111111111111,0.8665943562610229,0.06706349206349206
v2x_freexp_altinf,2005,2006 - 2007,645,0.25333333333333335,0.6620306172839506,0.11335185185185186
v2x_freexp_altinf,2005,2006 - 2007,651,0.19,0.7918875000000001,0.02236111111111111
v2x_freexp_altinf,2005,2006 - 2007,652,0.025555555555555557,0.9576623456790123,0.017222222222222222
v2x_freexp_altinf,2005,2006 - 2007,660,0.31666666666666665,0.6461296296296297,0.05444444444444444
v2x_freexp_altinf,2005,2006 - 2007,663,0.04138888888888889,0.9386933024691357,0.020777777777777773
v2x_freexp_altinf,2005,2006 - 2007,666,0.0011111111111111111,0.9971447971781305,0.001746031746031746
v2x_freexp_altinf,2005,2006 - 2007,670,0.1761111111111111,0.8101574074074074,0.016666666666666666
v2x_freexp_altinf,2005,2006 - 2007,678,0.022222222222222223,0.973432098765432,0.0044444444444444444
v2x_freexp_altinf,2005,2006 - 2007,690,0.017777777777777778,0.9615199046015713,0.0210770202020202
v2x_freexp_altinf,2005,2006 - 2007,694,0.0044444444444444444,0.9889185185185184,0.006666666666666667
v2x_freexp_altinf,2005,2006 - 2007,696,0.058888888888888886,0.9269944444444445,0.015
v2x_freexp_altinf,2005,2006 - 2007,698,0.027777777777777776,0.9600694444444445,0.0125
v2x_freexp_altinf,2005,2006 - 2007,700,0.19666666666666666,0.7210022927689594,0.10248677248677249
v2x_freexp_altinf,2005,2006 - 2007,701,0.025555555555555557,0.9674067901234568,0.007222222222222222
v2x_freexp_altinf,2005,2006 - 2007,702,0.08555555555555555,0.8456917695473251,0.07518518518518517
v2x_freexp_altinf,2005,2006 - 2007,703,0.28962962962962957,0.6324927297668039,0.10962962962962962
v2x_freexp_altinf,2005,2006 - 2007,704,0.06444444444444444,0.9095679012345679,0.027777777777777776
v2x_freexp_altinf,2005,2006 - 2007,705,0.06777777777777778,0.8760299382716049,0.06027777777777778
v2x_freexp_altinf,2005,2006 - 2007,710,0.05203703703703704,0.9142576131687243,0.035555555555555556
v2x_freexp_altinf,2005,2006 - 2007,712,0.0077777777777777776,0.9751339506172839,0.017222222222222222
v2x_freexp_altinf,2005,2006 - 2007,713,0.0011111111111111111,0.9833506172839507,0.015555555555555555
v2x_freexp_altinf,2005,2006 - 2007,731,0.006666666666666667,0.9933333333333333,0
v2x_freexp_altinf,2005,2006 - 2007,732,0.0011111111111111111,0.995929218106996,0.002962962962962963
v2x_freexp_altinf,2005,2006 - 2007,740,0,0.9933333333333333,0.006666666666666667
v2x_freexp_altinf,2005,2006 - 2007,750,0.028888888888888888,0.9213326748971195,0.05125925925925926
v2x_freexp_altinf,2005,2006 - 2007,760,0.3372222222222222,0.649154012345679,0.020555555555555556
v2x_freexp_altinf,2005,2006 - 2007,770,0.06555555555555556,0.9197355967078189,0.015740740740740743
v2x_freexp_altinf,2005,2006 - 2007,771,0.015555555555555555,0.9750557613168724,0.009537037037037037
v2x_freexp_altinf,2005,2006 - 2007,775,0.0022222222222222222,0.9977777777777778,0
v2x_freexp_altinf,2005,2006 - 2007,780,0.10777777777777778,0.6213291358024691,0.3036161616161616
v2x_freexp_altinf,2005,2006 - 2007,781,0.6066666666666667,0.3458111052322163,0.12081922398589065
v2x_freexp_altinf,2005,2006 - 2007,790,0.15,0.747575,0.12050000000000001
v2x_freexp_altinf,2005,2006 - 2007,800,0.12333333333333334,0.7423256172839506,0.15324074074074076
v2x_freexp_altinf,2005,2006 - 2007,811,0.05203703703703704,0.9288457098765432,0.020166666666666666
v2x_freexp_altinf,2005,2006 - 2007,812,0.012222222222222223,0.9877777777777778,0
v2x_freexp_altinf,2005,2006 - 2007,816,0.18777777777777777,0.7976645355673133,0.01792328042328042
v2x_freexp_altinf,2005,2006 - 2007,820,0.31333333333333335,0.6717888888888889,0.021666666666666667
v2x_freexp_altinf,2005,2006 - 2007,830,0.07136752136752136,0.9274782020106095,0.0012429854096520762
v2x_freexp_altinf,2005,2006 - 2007,840,0.03888888888888889,0.9100921296296296,0.05308333333333333
v2x_freexp_altinf,2005,2006 - 2007,850,0.025555555555555557,0.9400682098765433,0.035277777777777776
v2x_freexp_altinf,2005,2006 - 2007,860,0.02666666666666667,0.9078791245791247,0.06724747474747475
v2x_freexp_altinf,2005,2006 - 2007,900,0.006666666666666667,0.9933333333333333,0
v2x_freexp_altinf,2005,2006 - 2007,910,0.0011111111111111111,0.9955592592592594,0.0033333333333333335
v2x_freexp_altinf,2005,2006 - 2007,920,0.0011111111111111111,0.9977790123456791,0.0011111111111111111
v2x_freexp_altinf,2005,2006 - 2007,940,0.11444444444444445,0.8284864197530865,0.06444444444444444
v2x_freexp_altinf,2005,2006 - 2007,950,0.02666666666666667,0.9484253967410108,0.025590345814030024
v2x_freexp_altinf,2006,2007 - 2008,2,0.0044444444444444444,0.9944493827160494,0.0011111111111111111
v2x_freexp_altinf,2006,2007 - 2008,20,0.0022222222222222222,0.9916802469135803,0.006111111111111111
v2x_freexp_altinf,2006,2007 - 2008,40,0.017777777777777778,0.9811308641975309,0.0011111111111111111
v2x_freexp_altinf,2006,2007 - 2008,41,0.22333333333333333,0.7033148148148147,0.09444444444444444
v2x_freexp_altinf,2006,2007 - 2008,42,0.014444444444444444,0.9724148148148148,0.013333333333333334
v2x_freexp_altinf,2006,2007 - 2008,51,0,0.9955555555555555,0.0044444444444444444
v2x_freexp_altinf,2006,2007 - 2008,52,0.0011111111111111111,0.9944493827160494,0.0044444444444444444
v2x_freexp_altinf,2006,2007 - 2008,53,0.0011111111111111111,0.9988888888888889,0
v2x_freexp_altinf,2006,2007 - 2008,70,0.052222222222222225,0.8298320987654321,0.12444444444444444
v2x_freexp_altinf,2006,2007 - 2008,90,0.011111111111111112,0.9828456790123458,0.006111111111111111
v2x_freexp_altinf,2006,2007 - 2008,91,0.03333333333333333,0.9330123456790124,0.03481481481481481
v2x_freexp_altinf,2006,2007 - 2008,92,0.025555555555555557,0.967767695473251,0.006851851851851852
v2x_freexp_altinf,2006,2007 - 2008,93,0.058888888888888886,0.7181018760064413,0.23696376811594205
v2x_freexp_altinf,2006,2007 - 2008,94,0.01,0.9859666666666667,0.004074074074074074
v2x_freexp_altinf,2006,2007 - 2008,95,0.0022222222222222222,0.9933432098765431,0.0044444444444444444
v2x_freexp_altinf,2006,2007 - 2008,100,0.03888888888888889,0.8694167462767,0.09540454144620812
v2x_freexp_altinf,2006,2007 - 2008,101,0.16103703703703703,0.7427929492455417,0.11462962962962962
v2x_freexp_altinf,2006,2007 - 2008,110,0.03888888888888889,0.936994341563786,0.02509259259259259
v2x_freexp_altinf,2006,2007 - 2008,115,0.005555555555555556,0.9893801440329217,0.005092592592592593
v2x_freexp_altinf,2006,2007 - 2008,130,0.03666666666666667,0.9122766666666666,0.053000000000000005
v2x_freexp_altinf,2006,2007 - 2008,135,0.011111111111111112,0.894395061728395,0.09555555555555556
v2x_freexp_altinf,2006,2007 - 2008,140,0.0044444444444444444,0.9811753086419752,0.014444444444444444
v2x_freexp_altinf,2006,2007 - 2008,145,0.07222222222222222,0.7218626543209876,0.22194444444444444
v2x_freexp_altinf,2006,2007 - 2008,150,0.021111111111111112,0.9671966049382716,0.011944444444444445
v2x_freexp_altinf,2006,2007 - 2008,155,0,0.9972222222222222,0.002777777777777778
v2x_freexp_altinf,2006,2007 - 2008,160,0.0077777777777777776,0.970724074074074,0.021666666666666667
v2x_freexp_altinf,2006,2007 - 2008,165,0,0.9988888888888889,0.0011111111111111111
v2x_freexp_altinf,2006,2007 - 2008,200,0,1,0
v2x_freexp_altinf,2006,2007 - 2008,205,0,1,0
v2x_freexp_altinf,2006,2007 - 2008,210,0.0011111111111111111,0.994171913580247,0.004722222222222222
v2x_freexp_altinf,2006,2007 - 2008,211,0.0011111111111111111,0.9988888888888889,0
v2x_freexp_altinf,2006,2007 - 2008,212,0,1,0
v2x_freexp_altinf,2006,2007 - 2008,220,0,1,0
v2x_freexp_altinf,2006,2007 - 2008,225,0,1,0
v2x_freexp_altinf,2006,2007 - 2008,230,0,1,0
v2x_freexp_altinf,2006,2007 - 2008,235,0,0.9977777777777778,0.0022222222222222222
v2x_freexp_altinf,2006,2007 - 2008,260,0,1,0
v2x_freexp_altinf,2006,2007 - 2008,290,0.0022222222222222222,0.9733876543209876,0.024444444444444446
v2x_freexp_altinf,2006,2007 - 2008,305,0,0.9988888888888889,0.0011111111111111111
v2x_freexp_altinf,2006,2007 - 2008,310,0.030740740740740742,0.8481018518518518,0.125
v2x_freexp_altinf,2006,2007 - 2008,316,0.0033333333333333335,0.9955592592592594,0.0011111111111111111
v2x_freexp_altinf,2006,2007 - 2008,317,0.0044444444444444444,0.9469518735109378,0.04882066276803119
v2x_freexp_altinf,2006,2007 - 2008,325,0.02,0.9734666666666666,0.006666666666666667
v2x_freexp_altinf,2006,2007 - 2008,339,0.03222222222222222,0.9393537860082304,0.02937037037037037
v2x_freexp_altinf,2006,2007 - 2008,340,0.02,0.9558629629629629,0.02462962962962963
v2x_freexp_altinf,2006,2007 - 2008,341,0.14555555555555555,0.8093804115226337,0.052740740740740734
v2x_freexp_altinf,2006,2007 - 2008,343,0.027777777777777776,0.9231004489337823,0.05052525252525253
v2x_freexp_altinf,2006,2007 - 2008,344,0.0033333333333333335,0.9911296296296297,0.005555555555555556
v2x_freexp_altinf,2006,2007 - 2008,346,0.03777777777777778,0.9258716049382716,0.03777777777777778
v2x_freexp_altinf,2006,2007 - 2008,349,0,1,0
v2x_freexp_altinf,2006,2007 - 2008,350,0,0.9979629629629629,0.0020370370370370373
v2x_freexp_altinf,2006,2007 - 2008,352,0.0022222222222222222,0.9966691358024692,0.0011111111111111111
v2x_freexp_altinf,2006,2007 - 2008,355,0.0077777777777777776,0.9721940329218107,0.02018518518518518
v2x_freexp_altinf,2006,2007 - 2008,359,0.06,0.8940444444444444,0.04888888888888889
v2x_freexp_altinf,2006,2007 - 2008,360,0.08333333333333333,0.871045524691358,0.04976851851851852
v2x_freexp_altinf,2006,2007 - 2008,365,0.06777777777777778,0.7723387125220458,0.17150793650793653
v2x_freexp_altinf,2006,2007 - 2008,366,0.0011111111111111111,0.9977790123456791,0.0011111111111111111
v2x_freexp_altinf,2006,2007 - 2008,367,0.011666666666666667,0.9740574074074073,0.014444444444444444
v2x_freexp_altinf,2006,2007 - 2008,368,0.0022222222222222222,0.9966691358024692,0.0011111111111111111
v2x_freexp_altinf,2006,2007 - 2008,369,0.13666666666666666,0.7570081649831649,0.12315656565656566
v2x_freexp_altinf,2006,2007 - 2008,370,0.14222222222222222,0.7880095825984714,0.08133597883597883
v2x_freexp_altinf,2006,2007 - 2008,371,0.02,0.9679012345679011,0.012345679012345678
v2x_freexp_altinf,2006,2007 - 2008,372,0.04666666666666667,0.9211495061728395,0.03375925925925926
v2x_freexp_altinf,2006,2007 - 2008,373,0.056666666666666664,0.927977962962963,0.01627777777777778
v2x_freexp_altinf,2006,2007 - 2008,375,0,1,0
v2x_freexp_altinf,2006,2007 - 2008,380,0.0011111111111111111,0.9977790123456791,0.0011111111111111111
v2x_freexp_altinf,2006,2007 - 2008,385,0,1,0
v2x_freexp_altinf,2006,2007 - 2008,390,0,1,0
v2x_freexp_altinf,2006,2007 - 2008,395,0,1,0
v2x_freexp_altinf,2006,2007 - 2008,402,0.0022222222222222222,0.9955604938271605,0.0022222222222222222
v2x_freexp_altinf,2006,2007 - 2008,404,0.03333333333333333,0.9465277777777777,0.020833333333333332
v2x_freexp_altinf,2006,2007 - 2008,411,0.034444444444444444,0.9642145061728394,0.001388888888888889
v2x_freexp_altinf,2006,2007 - 2008,420,0.03888888888888889,0.9162592592592593,0.04666666666666667
v2x_freexp_altinf,2006,2007 - 2008,432,0.0044444444444444444,0.9907621399176955,0.004814814814814814
v2x_freexp_altinf,2006,2007 - 2008,433,0,0.9994444444444445,5.555555555555556e-4
v2x_freexp_altinf,2006,2007 - 2008,434,0.014444444444444444,0.945312037037037,0.04083333333333333
v2x_freexp_altinf,2006,2007 - 2008,435,0.29888888888888887,0.6373440045071527,0.09095149911816579
v2x_freexp_altinf,2006,2007 - 2008,436,0.023333333333333334,0.95225,0.025
v2x_freexp_altinf,2006,2007 - 2008,437,0.023333333333333334,0.9652722222222222,0.011666666666666667
v2x_freexp_altinf,2006,2007 - 2008,438,0.05555555555555555,0.9329012345679012,0.012222222222222223
v2x_freexp_altinf,2006,2007 - 2008,439,0.03222222222222222,0.9591753086419753,0.008888888888888889
v2x_freexp_altinf,2006,2007 - 2008,450,0.17222222222222222,0.7747999999999999,0.064
v2x_freexp_altinf,2006,2007 - 2008,451,0.0077777777777777776,0.9191836419753087,0.07361111111111111
v2x_freexp_altinf,2006,2007 - 2008,452,0.008888888888888889,0.9911111111111112,0
v2x_freexp_altinf,2006,2007 - 2008,461,0.29333333333333333,0.6667085925925926,0.05654444444444444
v2x_freexp_altinf,2006,2007 - 2008,471,0.044444444444444446,0.9544938271604939,0.0011111111111111111
v2x_freexp_altinf,2006,2007 - 2008,475,0.012222222222222223,0.9679124691358024,0.020111111111111114
v2x_freexp_altinf,2006,2007 - 2008,481,0.016666666666666666,0.9811481481481481,0.0022222222222222222
v2x_freexp_altinf,2006,2007 - 2008,482,0.06111111111111111,0.9278308641975309,0.011777777777777778
v2x_freexp_altinf,2006,2007 - 2008,483,0.06833333333333333,0.9119981481481482,0.021111111111111112
v2x_freexp_altinf,2006,2007 - 2008,484,0.016666666666666666,0.9811481481481481,0.0022222222222222222
v2x_freexp_altinf,2006,2007 - 2008,490,0.2544444444444444,0.7129582098765432,0.043722222222222225
v2x_freexp_altinf,2006,2007 - 2008,500,0.10333333333333333,0.8418703703703704,0.06111111111111111
v2x_freexp_altinf,2006,2007 - 2008,501,0.04555555555555556,0.9434860082304527,0.011481481481481481
v2x_freexp_altinf,2006,2007 - 2008,510,0.025,0.9573958333333332,0.018055555555555554
v2x_freexp_altinf,2006,2007 - 2008,516,0.12333333333333334,0.7960272486772487,0.09198412698412697
v2x_freexp_altinf,2006,2007 - 2008,517,0.05555555555555555,0.9316610549943883,0.013535353535353536
v2x_freexp_altinf,2006,2007 - 2008,520,0.15074074074074073,0.7943719478737997,0.06462962962962963
v2x_freexp_altinf,2006,2007 - 2008,522,0.025555555555555557,0.9690308641975309,0.005555555555555556
v2x_freexp_altinf,2006,2007 - 2008,530,0.03027777777777778,0.7692719165196943,0.20670899470899473
v2x_freexp_altinf,2006,2007 - 2008,531,0.012222222222222223,0.9842656790123456,0.0035555555555555557
v2x_freexp_altinf,2006,2007 - 2008,540,0.04111111111111111,0.9556925925925926,0.0033333333333333335
v2x_freexp_altinf,2006,2007 - 2008,541,0.013333333333333334,0.9789925925925926,0.0077777777777777776
v2x_freexp_altinf,2006,2007 - 2008,551,0.03111111111111111,0.9428724279835391,0.026851851851851852
v2x_freexp_altinf,2006,2007 - 2008,552,0.06,0.8503422061888728,0.09538063171396505
v2x_freexp_altinf,2006,2007 - 2008,553,0.034444444444444444,0.9505783754654125,0.015511463844797176
v2x_freexp_altinf,2006,2007 - 2008,560,0.0033333333333333335,0.9900222222222222,0.006666666666666667
v2x_freexp_altinf,2006,2007 - 2008,565,0.0033333333333333335,0.9950055555555556,0.0016666666666666668
v2x_freexp_altinf,2006,2007 - 2008,570,0.0077777777777777776,0.9900172839506173,0.0022222222222222222
v2x_freexp_altinf,2006,2007 - 2008,571,0.0022222222222222222,0.9955604938271605,0.0022222222222222222
v2x_freexp_altinf,2006,2007 - 2008,572,0.06888888888888889,0.9283867489711934,0.002925925925925926
v2x_freexp_altinf,2006,2007 - 2008,580,0.03666666666666667,0.879836798941799,0.08667460317460317
v2x_freexp_altinf,2006,2007 - 2008,581,0.08,0.8259555555555556,0.10222222222222223
v2x_freexp_altinf,2006,2007 - 2008,590,0,1,0
v2x_freexp_altinf,2006,2007 - 2008,600,0.03666666666666667,0.9422827160493827,0.021851851851851848
v2x_freexp_altinf,2006,2007 - 2008,615,0.024444444444444446,0.9706777777777778,0.005
